config_id,component_id,n_nodes,n_members_unique,n_edges_internal,beta_1_component,mean_node_size,mean_imputation_fraction,physically_derived_fraction,dominant_radius_class,dominant_orbit_class,dominant_thermal_class,dominant_candidate_population,median_pl_rade,median_pl_bmasse,median_pl_orbper,median_pl_eqt,example_nodes,example_pl_names,interpretation_text,caution_level
orbital_pca2_cubes10_overlap0p35,23,1,4,0,0,4.0,0.375,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,10.67,846.5903196200002,17582.86803619106,93.62644793308124,cube32_cluster5,"2MASS J04414489+2301513 b, HD 151450 c, LkCa 15 b, OGLE-2008-BLG-092L b",Connected component with 1 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,0,2,42,1,0,37.0,0.9724702380952381,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,12.6,1694.5021519200006,7893.0,0.0,"cube11_cluster0, cube12_cluster0","2MASS J02192210-3925225 b, AB Aur b, AT2021ueyL b, BD-210397 b, DENIS-P J082303.1-491201 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,1,1,10,0,0,10.0,0.95,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,12.300000000000004,3983.6805,400740.5093493643,0.0,cube11_cluster1,"2MASS J22362452+4751425 b, AB Pic b, BD-210397 c, CHXR 73 b, GJ 15 A c",Connected component with 1 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,2,4,15,6,3,9.5,0.9666666666666668,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,12.6,2685.6500391499985,17202.194460000013,126.81094830040252,"cube11_cluster2, cube12_cluster7, cube17_cluster0, cube18_cluster7","HD 100546 b, HD 11112 b, HD 11506 d, HD 115954 b, HD 149806 b",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,3,2,10,1,0,10.0,0.95,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,13.3,827.9430002350002,5361.000000000001,49.025422728377066,"cube12_cluster1, cube18_cluster1","47 UMa d, GJ 328 b, HAT-P-17 c, HD 140901 c, HD 160691 c",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,4,35,5567,74,40,315.6,0.48964856099106757,0.0,jovian_size,intermediate_period,hot,warm_or_cool_giant_candidate,2.73,8.5,11.242861,764.010203520738,"cube12_cluster2, cube13_cluster3, cube18_cluster0, cube18_cluster12, cube19_cluster0","14 Her b, 16 Cyg B b, 17 Sco b, 18 Del b, 24 Boo b",Connected component with 35 nodes and beta_1_component=40. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,5,4,9,6,3,7.5,0.7916666666666667,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,5.92,29.4,727.5619999999999,0.0,"cube12_cluster3, cube13_cluster1, cube18_cluster2, cube19_cluster2","GJ 1148 c, GJ 163 d, GJ 3138 d, GJ 4274 c, GJ 687 c",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,6,4,8,6,3,8.0,0.875,0.0,sub_neptune_size,long_period,cool,sub_neptune_candidate,2.715,7.85,189.40980000000002,0.0,"cube12_cluster4, cube13_cluster2, cube18_cluster3, cube19_cluster3","GJ 229 b, GJ 3293 c, GJ 3323 c, GJ 667 C g, GJ 682 c",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: sub_neptune_candidate.,high
thermal_pca2_cubes10_overlap0p35,7,2,23,1,0,23.0,0.8913043478260869,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,12.999999999999998,1017.056,5387.0,134.39999999999998,"cube12_cluster5, cube18_cluster4","GJ 317 b, HD 100508 b, HD 136925 b, HD 164604 c, HD 166724 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,8,2,6,1,0,6.0,0.9166666666666666,0.0,sub_neptune_size,long_period,cool,sub_neptune_candidate,5.575000000000001,29.904609474777175,3138.884,0.0,"cube12_cluster6, cube18_cluster5","GJ 849 b, HD 141399 e, HIP 38594 c, LkCa 15 c, MOA-2009-BLG-266L b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: sub_neptune_candidate.,high
thermal_pca2_cubes10_overlap0p35,9,4,3,6,3,3.0,0.8333333333333334,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,14.1,209.76674862,2671.000000000001,112.06635987714697,"cube12_cluster8, cube13_cluster4, cube18_cluster9, cube19_cluster5","HD 133131 A c, TOI-2537 c, eps Eri b",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,10,4,5,6,3,5.0,0.9,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,12.699999999999998,108.06219999999998,1732.9999999999995,61.28236397962508,"cube12_cluster9, cube13_cluster5, cube18_cluster10, cube19_cluster6","BD-11 4672 b, GJ 649 b, HD 204941 b, HD 219134 h, OGLE-2005-BLG-071L b",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,11,2,6,1,0,5.0,0.7916666666666667,0.0,sub_neptune_size,intermediate_period,cool,sub_neptune_candidate,1.995,4.65,23.406499999999998,0.0,"cube13_cluster0, cube19_cluster1","55 Cnc B c, GJ 1061 d, GJ 3293 d, GJ 667 C e, LHS 3154 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: sub_neptune_candidate.,high
thermal_pca2_cubes10_overlap0p35,12,2,5,1,0,4.5,1.0,0.0,jovian_size,long_period,warm,warm_or_cool_giant_candidate,12.2,5403.082919000001,18377.575319819603,359.5652824177614,"cube17_cluster1, cube18_cluster13","2MASS J04414489+2301513 b, HD 97037 b, HIP 54515 b, HIP 99770 b, KMT-2017-BLG-2197L b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,13,1,4,0,0,4.0,0.75,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,12.75,1807.6490648150002,2379.4603349999998,209.5620195433635,cube18_cluster6,"Gaia-5 b, HD 190984 b, HD 80869 b, HD 87883 b",Connected component with 1 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,14,1,5,0,0,5.0,1.0,0.0,jovian_size,long_period,warm,warm_or_cool_giant_candidate,12.8,1833.8699083899996,3668.0,403.0497740032485,cube18_cluster8,"HD 125612 d, HD 24040 b, HD 30177 b, MOA-bin-1L b, TOI-4562 c",Connected component with 1 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,15,2,6,1,0,6.0,1.0,0.0,sub_neptune_size,long_period,cool,sub_neptune_candidate,1.905,4.3,1430.5280319038038,136.22836516587955,"cube18_cluster11, cube19_cluster7","HD 20794 f, KMT-2016-BLG-1105L b, KMT-2018-BLG-1988L b, KMT-2019-BLG-1806L b, KMT-2023-BLG-1866L b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: sub_neptune_candidate.,high
thermal_pca2_cubes10_overlap0p35,16,1,4,0,0,4.0,0.625,0.0,sub_neptune_size,short_period,cool,sub_neptune_candidate,2.0,4.835,9.995799999999997,201.75523111167638,cube19_cluster4,"GJ 1265 b, GJ 3323 b, GJ 625 b, Kepler-309 c",Connected component with 1 nodes and beta_1_component=0. Dominant heuristic population: sub_neptune_candidate.,high
thermal_pca2_cubes10_overlap0p35,17,1,4,0,0,4.0,0.625,0.0,rocky_size,intermediate_period,cool,super_earth_candidate,1.555,3.0550000000000006,27.378784000000003,79.51010819325046,cube19_cluster8,"GJ 3293 b, GJ 667 C f, K2-72 e, Wolf 1061 c",Connected component with 1 nodes and beta_1_component=0. Dominant heuristic population: super_earth_candidate.,high
thermal_pca2_cubes10_overlap0p35,18,2,4,1,0,4.0,0.5,0.0,sub_neptune_size,intermediate_period,cool,sub_neptune_candidate,3.5500000000000003,13.005,20.142535,249.2295973313639,"cube19_cluster9, cube27_cluster7","55 Cnc B b, GJ 581 c, KIC 9663113 b, TOI-1227 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: sub_neptune_candidate.,high
thermal_pca2_cubes10_overlap0p35,19,2,5,1,0,5.0,0.6,0.0,jovian_size,long_period,warm,warm_or_cool_giant_candidate,13.699999999999998,239.99999999999997,137.48,790.1652187545264,"cube26_cluster2, cube27_cluster2","BD+15 2940 b, HD 219139 b, Kepler-1109 b, Kepler-1492 b, OGLE-2017-BLG-1522L b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,20,4,4,6,3,4.0,1.0,0.0,jovian_size,intermediate_period,hot,warm_or_cool_giant_candidate,13.549999999999999,495.8148,110.450005,1006.4197134217106,"cube26_cluster6, cube27_cluster3, cube33_cluster8, cube34_cluster4","GJ 86 b, HD 100655 b, HD 11343 c, HD 121504 b",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,21,2,14,1,0,14.0,1.0,0.0,jovian_size,intermediate_period,hot,warm_or_cool_giant_candidate,12.649999999999999,2144.5137999999997,91.62388236493356,1021.4444527994807,"cube26_cluster7, cube33_cluster10","HD 168443 b, HD 173416 b, HD 178911 B b, HD 180053 b, HD 233604 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,22,2,4,1,0,4.0,1.0,0.0,jovian_size,long_period,hot,warm_or_cool_giant_candidate,13.25,874.0281192499997,115.14000000000001,1068.5112051071296,"cube26_cluster9, cube33_cluster13","14 And b, 8 UMi b, HD 72892 b, xi Aql b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,23,2,3,1,0,3.0,0.0,0.0,sub_neptune_size,short_period,warm,sub_neptune_candidate,2.33,6.2,8.041,492.0,"cube27_cluster8, cube28_cluster1","Kepler-114 c, Kepler-278 c, TOI-270 c",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: sub_neptune_candidate.,low
thermal_pca2_cubes10_overlap0p35,24,2,7,1,0,7.0,0.5714285714285714,0.0,jovian_size,short_period,hot,warm_or_cool_giant_candidate,12.999999999999998,810.4664999999999,9.6737,1129.0,"cube33_cluster3, cube34_cluster1","CI Tau c, HD 125595 b, HD 43691 b, HIP 57274 b, Kepler-1577 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,25,2,5,1,0,5.0,0.0,0.0,jovian_size,short_period,hot,hot_jupiter_candidate,10.5140239,75.96098927000003,3.4678795999999985,1484.0,"cube33_cluster6, cube40_cluster1","HAT-P-22 b, Kepler-1225 b, Kepler-1530 b, NGTS-24 b, TOI-1199 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: hot_jupiter_candidate.,low
thermal_pca2_cubes10_overlap0p35,26,4,4,6,3,4.0,0.25,0.0,jovian_size,short_period,hot,hot_jupiter_candidate,7.6709435,211.03601,5.585946700000001,1418.26842490287,"cube33_cluster7, cube34_cluster3, cube40_cluster2, cube41_cluster2","HD 10180 c, Kepler-105 b, Kepler-789 b, Qatar-1 b",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: hot_jupiter_candidate.,moderate
thermal_pca2_cubes10_overlap0p35,27,2,6,1,0,6.0,0.5,0.0,jovian_size,intermediate_period,hot,warm_or_cool_giant_candidate,8.285,53.16112477,11.950303580000002,1063.4429912970038,"cube33_cluster9, cube34_cluster7","HD 167768 b, HD 38529 b, K2-45 b, KOI-134 c, Kepler-1541 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
thermal_pca2_cubes10_overlap0p35,28,2,4,1,0,4.0,0.75,0.0,jovian_size,short_period,hot,hot_jupiter_candidate,12.549999999999999,2157.419226715,8.168004,1208.155747473239,"cube33_cluster11, cube34_cluster8","HD 181433 b, HD 195019 b, HD 41004 B b, TOI-6420 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: hot_jupiter_candidate.,high
thermal_pca2_cubes10_overlap0p35,29,2,4,1,0,4.0,0.75,0.0,jovian_size,short_period,hot,hot_jupiter_candidate,11.89951322526214,266.97720000000004,6.9669051,1102.9831904452562,"cube33_cluster12, cube34_cluster10","HD 215152 c, HD 224693 b, HD 285507 b, Kepler-1642 c",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: hot_jupiter_candidate.,high
thermal_pca2_cubes10_overlap0p35,30,4,8,6,3,8.0,0.3125,0.0,jovian_size,short_period,hot,hot_jupiter_candidate,12.899999999999999,608.6426180500001,5.249822385,1356.432206742084,"cube33_cluster14, cube34_cluster11, cube40_cluster4, cube41_cluster3","BD-08 2823 b, HIP 14810 b, TOI-1294 b, TOI-1820 b, TOI-481 b",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: hot_jupiter_candidate.,high
thermal_pca2_cubes10_overlap0p35,31,2,4,1,0,4.0,0.75,0.0,rocky_size,short_period,hot,super_earth_candidate,1.5394999999999999,2.99,0.7131100000000001,1316.028607720984,"cube34_cluster2, cube41_cluster1","EPIC 201427007 b, EPIC 220554210 c, K2-396 b, Kepler-366 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: super_earth_candidate.,high
thermal_pca2_cubes10_overlap0p35,32,4,4,6,3,4.0,0.0,0.0,jovian_size,short_period,very_hot,hot_jupiter_candidate,8.387478224999999,100.56683000000001,2.9253846494999993,1887.5,"cube39_cluster1, cube40_cluster5, cube46_cluster5, cube47_cluster5","HATS-56 b, Kepler-536 b, TOI-1860 b, TOI-6016 b",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: hot_jupiter_candidate.,low
thermal_pca2_cubes10_overlap0p35,33,2,5,1,0,5.0,0.1,0.0,jovian_size,short_period,very_hot,hot_jupiter_candidate,15.524464999999998,375.02000000000015,1.689868,2027.12,"cube40_cluster3, cube47_cluster4","Kepler-1031 b, OGLE-TR-132 b, OGLE2-TR-L9 b, TOI-4329 b, WASP-87 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: hot_jupiter_candidate.,low
thermal_pca2_cubes10_overlap0p35,34,2,4,1,0,4.0,0.0,0.0,rocky_size,short_period,very_hot,super_earth_candidate,1.5630000000000002,5.2299999999999995,0.7506072489999999,2309.5,"cube46_cluster1, cube47_cluster1","EPIC 220674823 b, GPX-1 b, Kepler-1323 b, TOI-561 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: super_earth_candidate.,low
thermal_pca2_cubes10_overlap0p35,35,2,7,1,0,5.5,0.09821428571428571,0.0,rocky_size,short_period,very_hot,super_earth_candidate,1.31,3.3599999999999985,0.9351180570000002,2124.0,"cube46_cluster2, cube47_cluster2","HAT-P-49 b, HD 137496 b, Kepler-1338 b, Kepler-1368 b, Kepler-1589 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: super_earth_candidate.,low
thermal_pca2_cubes10_overlap0p35,36,2,7,1,0,7.0,0.0,0.0,jovian_size,short_period,very_hot,hot_jupiter_candidate,15.221795789999998,284.1385958599999,1.7452851000000005,2240.0,"cube46_cluster3, cube47_cluster3","K2-131 b, KELT-20 b, Kepler-78 b, MASCARA-4 b, TOI-4773 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: hot_jupiter_candidate.,low
thermal_pca2_cubes10_overlap0p35,37,1,4,0,0,4.0,0.0,0.0,jovian_size,short_period,very_hot,hot_jupiter_candidate,14.879935535000001,622.9458680949998,0.9552236649999998,2430.5,cube46_cluster4,"K2-157 b, KELT-16 b, WASP-121 b, WASP-18 b",Connected component with 1 nodes and beta_1_component=0. Dominant heuristic population: hot_jupiter_candidate.,low
joint_no_density_pca2_cubes10_overlap0p35,0,47,5825,124,78,289.63829787234044,0.14548738181695742,0.010172023730106996,jovian_size,short_period,hot,warm_or_cool_giant_candidate,2.80405322,8.75,11.776000000000002,767.0,"cube1_cluster0, cube2_cluster0, cube2_cluster1, cube2_cluster2, cube2_cluster3","11 Com b, 11 UMi b, 14 And b, 14 Her b, 16 Cyg B b",Connected component with 47 nodes and beta_1_component=78. Dominant heuristic population: warm_or_cool_giant_candidate.,low
joint_no_density_pca2_cubes10_overlap0p35,1,1,4,0,0,4.0,0.0,0.0,sub_neptune_size,short_period,very_hot,sub_neptune_candidate,1.568,4.34,0.5548310639999999,2355.0,cube5_cluster2,"EPIC 220674823 b, HD 80653 b, Kepler-990 c, TOI-561 b",Connected component with 1 nodes and beta_1_component=0. Dominant heuristic population: sub_neptune_candidate.,low
joint_no_density_pca2_cubes10_overlap0p35,2,2,3,1,0,3.0,0.0,0.0,sub_neptune_size,short_period,hot,sub_neptune_candidate,2.74,378.99999999999983,5.370647,1060.0,"cube13_cluster1, cube22_cluster1","HIP 94235 b, Kepler-203 c, TOI-251 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: sub_neptune_candidate.,low
joint_no_density_pca2_cubes10_overlap0p35,3,1,3,0,0,3.0,0.05555555555555555,0.0,rocky_size,short_period,cool,rocky_candidate,0.6920000000000001,0.2599999999999999,5.12338,286.20000000000005,cube19_cluster1,"Barnard e, Proxima Cen d, TRAPPIST-1 d",Connected component with 1 nodes and beta_1_component=0. Dominant heuristic population: rocky_candidate.,low
joint_no_density_pca2_cubes10_overlap0p35,4,2,4,1,0,4.0,0.25,0.0,sub_neptune_size,intermediate_period,cool,sub_neptune_candidate,2.505,6.835,44.95725,6.08588839211393,"cube26_cluster1, cube27_cluster1","55 Cnc B c, GJ 3293 d, GJ 3998 d, GJ 682 c",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: sub_neptune_candidate.,moderate
joint_no_density_pca2_cubes10_overlap0p35,5,1,4,0,0,4.0,0.16666666666666666,0.0,jovian_size,intermediate_period,warm,warm_or_cool_giant_candidate,11.498445444999998,204.47251634499997,29.589205999999997,360.0565198357757,cube28_cluster1,"GJ 1148 b, GJ 876 c, K2-419 A b, TOI-1899 b",Connected component with 1 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,moderate
joint_no_density_pca2_cubes10_overlap0p35,6,4,5,6,3,5.0,0.3333333333333333,0.0,jovian_size,long_period,very_hot,warm_or_cool_giant_candidate,12.1,6356.568139999999,1155856.4283660487,2395.0,"cube50_cluster0, cube51_cluster0, cube59_cluster0, cube60_cluster0","2MASS J03590986+2009361 b, 2MASS J11550485-7919108 b, FU Tau b, HD 284149 AB b, HIP 79098 AB b",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: warm_or_cool_giant_candidate.,high
joint_no_density_pca2_cubes10_overlap0p35,7,2,10,1,0,7.0,0.5,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,12.300000000000004,4354.1685,840188.7846032759,0.0,"cube61_cluster0, cube62_cluster0","2MASS J02192210-3925225 b, 2MASS J22362452+4751425 b, AB Pic b, CHXR 73 b, KOINTREAU-3 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
joint_no_density_pca2_cubes10_overlap0p35,8,2,4,1,0,4.0,0.5,0.0,jovian_size,long_period,cool,warm_or_cool_giant_candidate,12.350000000000003,3909.3005570999994,4829067.508823383,0.0,"cube61_cluster1, cube68_cluster0","HN Peg b, KOINTREAU-1 b, USco CTIO 108 b, WISPIT 1 c",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
joint_pca2_cubes10_overlap0p35,0,2,4,1,0,4.0,0.0,0.14285714285714285,jovian_size,short_period,very_hot,hot_jupiter_candidate,21.341917875,419.53466809500003,1.588768175,2507.85,"cube1_cluster0, cube11_cluster1","TOI-1518 b, WASP-12 b, WASP-121 b, WASP-78 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: hot_jupiter_candidate.,low
joint_pca2_cubes10_overlap0p35,1,40,5806,110,71,342.1,0.16132231828106053,0.1498759754709557,jovian_size,long_period,warm,warm_or_cool_giant_candidate,2.79,8.65,11.678218659452533,766.791351848567,"cube2_cluster0, cube2_cluster1, cube4_cluster0, cube5_cluster0, cube6_cluster0","11 Com b, 11 UMi b, 14 And b, 14 Her b, 16 Cyg B b",Connected component with 40 nodes and beta_1_component=71. Dominant heuristic population: warm_or_cool_giant_candidate.,moderate
joint_pca2_cubes10_overlap0p35,2,2,4,1,0,4.0,0.0,0.14285714285714285,rocky_size,short_period,hot,rocky_candidate,0.8514999999999999,2.255,7.26815,1149.5,"cube16_cluster1, cube25_cluster1","Kepler-1876 b, Kepler-1972 b, Kepler-1972 c, Kepler-406 c",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: rocky_candidate.,low
joint_pca2_cubes10_overlap0p35,3,4,8,6,3,7.0,0.0,0.14285714285714285,sub_neptune_size,short_period,hot,sub_neptune_candidate,2.24,131.161,5.99356,1008.595,"cube16_cluster2, cube17_cluster0, cube25_cluster2, cube26_cluster0","HIP 94235 b, Kepler-238 c, Kepler-272 c, Kepler-317 b, Kepler-349 b",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: sub_neptune_candidate.,low
joint_pca2_cubes10_overlap0p35,4,2,6,1,0,6.0,0.023809523809523808,0.14285714285714285,rocky_size,short_period,warm,super_earth_candidate,1.125,5.5,7.3889925,822.5,"cube16_cluster3, cube25_cluster3","HD 21749 c, HD 224018 b, Kepler-326 d, Kepler-339 c, Kepler-59 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: super_earth_candidate.,low
joint_pca2_cubes10_overlap0p35,5,4,7,6,3,6.5,0.28571428571428564,0.14285714285714285,jovian_size,long_period,very_hot,warm_or_cool_giant_candidate,12.1,6515.515,1155856.4283660487,2450.0,"cube47_cluster0, cube48_cluster1, cube54_cluster0, cube55_cluster0","2MASS J03590986+2009361 b, 2MASS J11550485-7919108 b, FU Tau b, HD 284149 AB b, HIP 78530 b",Connected component with 4 nodes and beta_1_component=3. Dominant heuristic population: warm_or_cool_giant_candidate.,moderate
joint_pca2_cubes10_overlap0p35,6,2,8,1,0,6.5,0.42857142857142855,0.14285714285714285,jovian_size,long_period,cool,warm_or_cool_giant_candidate,12.300000000000004,4370.0599999999995,840188.7846032759,0.0,"cube61_cluster0, cube62_cluster0","2MASS J22362452+4751425 b, AB Pic b, CHXR 73 b, KOINTREAU-4 b, ROXs 12 b",Connected component with 2 nodes and beta_1_component=0. Dominant heuristic population: warm_or_cool_giant_candidate.,high
