column,description,dtype,missing_pct,unique,contest_key,model_auxiliary,duplicate_unit_group
pl_angseperr1,Angular Separation Upper Unc. [mas],float64,100.0,0,False,True,
pl_angseperr2,Angular Separation Lower Unc. [mas],float64,100.0,0,False,True,
sy_kepmagerr1,Kepler Magnitude Upper Unc,float64,100.0,0,False,True,
sy_kepmagerr2,Kepler Magnitude Lower Unc,float64,100.0,0,False,True,
sy_icmagerr2,I (Cousins) Magnitude Lower Unc,float64,99.713,17,False,True,
pl_occdeperr1,Occultation Depth Upper Unc. [%],float64,99.49,28,False,True,
pl_occdeperr2,Occultation Depth Lower Unc. [%],float64,99.49,27,False,True,
pl_occdep,Occultation Depth [%],float64,99.442,35,False,False,
pl_occdep_reflink,Occultation Depth Reference,object,99.442,24,False,True,
pl_occdeplim,Occultation Depth Limit Flag,float64,99.442,2,False,True,
pl_trueobliqerr1,True Obliquity Upper Unc. [deg],float64,99.075,44,False,True,
pl_trueobliqerr2,True Obliquity Lower Unc. [deg],float64,99.075,45,False,True,
pl_trueobliq,True Obliquity [deg],float64,98.98,58,False,False,
pl_trueobliq_reflink,True Obliquity Reference,object,98.98,51,False,True,
pl_trueobliqlim,True Obliquity Limit Flag,float64,98.98,3,False,True,
sy_icmagerr1,I (Cousins) Magnitude Upper Unc,float64,96.589,46,False,True,
pl_projobliqerr1,Projected Obliquity Upper Unc. [deg],float64,96.509,116,False,True,
pl_projobliqerr2,Projected Obliquity Lower Unc. [deg],float64,96.509,118,False,True,
pl_projobliq,Projected Obliquity [deg],float64,96.493,173,False,False,
pl_projobliq_reflink,Projected Obliquity Reference,object,96.493,154,False,True,
pl_projobliqlim,Projected Obliquity Limit Flag,float64,96.493,1,False,True,
sy_icmag,I (Cousins) Magnitude,float64,94.452,209,False,False,
st_rotperr1,Stellar Rotational Period [days] Upper Unc.,float64,88.745,199,False,True,
st_rotperr2,Stellar Rotational Period [days] Lower Unc.,float64,88.745,194,False,True,
sy_gmagerr2,g (Sloan) Magnitude Lower Unc,float64,88.06,569,False,True,
sy_imagerr2,i (Sloan) Magnitude Lower Unc,float64,88.06,567,False,True,
sy_rmagerr2,r (Sloan) Magnitude Lower Unc,float64,88.06,568,False,True,
sy_umagerr2,u (Sloan) Magnitude Lower Unc,float64,88.06,569,False,True,
sy_zmagerr2,z (Sloan) Magnitude Lower Unc,float64,88.06,568,False,True,
sy_umagerr1,u (Sloan) Magnitude Upper Unc,float64,88.028,571,False,True,
sy_zmagerr1,z (Sloan) Magnitude Upper Unc,float64,87.948,574,False,True,
sy_umag,u (Sloan) Magnitude,float64,87.916,573,False,False,
pl_orbtper_systemref,Epoco of Periastron Time System Frame and Standard,object,87.263,7,False,True,
st_rotp,Stellar Rotational Period [days],float64,85.908,450,False,False,
st_rotp_reflink,Stellar Rotational Period Reference,object,85.908,378,False,True,
st_rotplim,Stellar Rotational Period Limit Flag,float64,85.908,3,False,True,
sy_gmagerr1,g (Sloan) Magnitude Upper Unc,float64,85.796,618,False,True,
sy_imagerr1,i (Sloan) Magnitude Upper Unc,float64,85.748,622,False,True,
sy_rmagerr1,r (Sloan) Magnitude Upper Unc,float64,85.621,618,False,True,
pl_orbtpererr1,Epoch of Periastron Upper Unc. [days],float64,83.756,663,False,True,
pl_orbtpererr2,Epoch of Periastron Lower Unc. [days],float64,83.756,649,False,True,
hd_name,HD ID,object,83.421,736,False,False,
pl_orbtper,Epoch of Periastron [days],float64,83.309,1030,False,False,
pl_orbtper_reflink,Epoch of Periastron Reference,object,83.309,385,False,True,
pl_orbtperlim,Epoch of Periastron Limit Flag,float64,83.309,1,False,True,
hip_name,HIP ID,object,81.891,782,False,False,
pl_denserr1,Planet Density Upper Unc. [g/cm**3],float64,77.507,441,False,True,
pl_denserr2,Planet Density Lower Unc. [g/cm**3],float64,77.507,407,False,True,
st_vsinerr2,Stellar Rotational Velocity [km/s] Lower Unc.,float64,75.339,132,False,True,
sy_w4magerr1,W4 (WISE) Magnitude Upper Unc,float64,75.243,422,False,True,
sy_w4magerr2,W4 (WISE) Magnitude Lower Unc,float64,75.243,422,False,True,
st_vsinerr1,Stellar Rotational Velocity [km/s] Upper Unc.,float64,75.116,131,False,True,
pl_orblpererr1,Argument of Periastron Upper Unc. [deg],float64,71.927,781,False,True,
pl_orblpererr2,Argument of Periastron Lower Unc. [deg],float64,71.927,764,False,True,
pl_eqterr1,Equilibrium Temperature Upper Unc. [K],float64,71.21,326,False,True,
pl_eqterr2,Equilibrium Temperature Lower Unc. [K],float64,71.21,325,False,True,
pl_orbeccenerr1,Eccentricity Upper Unc.,float64,70.269,309,False,True,
pl_orbeccenerr2,Eccentricity Lower Unc.,float64,70.269,295,False,True,
pl_orblper,Argument of Periastron [deg],float64,67.862,1196,False,False,
pl_orblper_reflink,Argument of Periastron Reference,object,67.862,776,False,True,
pl_orblperlim,Argument of Periastron Limit Flag,float64,66.746,2,False,True,
pl_orbinclerr1,Inclination Upper Unc. [deg],float64,65.391,711,False,True,
pl_orbinclerr2,Inclination Lower Unc. [deg],float64,65.359,707,False,True,
st_radverr2,Systemic Radial Velocity Lower Unc. [km/s],float64,64.052,931,False,True,
st_vsin,Stellar Rotational Velocity [km/s],float64,64.036,501,False,False,
st_vsin_reflink,Stellar Rotational Velocity Reference,object,64.036,874,False,True,
st_vsinlim,Stellar Rotational Velocity Limit Flag,float64,64.036,3,False,True,
st_radverr1,Systemic Radial Velocity Upper Unc. [km/s],float64,63.367,931,False,True,
st_spectype,Spectral Type,object,63.351,327,False,False,
st_spectype_reflink,Spectral Type Reference,object,63.351,911,False,True,
st_radv,Systemic Radial Velocity [km/s],float64,62.347,1656,False,False,
st_radv_reflink,Systemic Radial Velocity Reference,object,62.347,523,False,True,
st_radvlim,Systemic Radial Velocity Limit Flag,float64,62.347,2,False,True,
pl_rvamperr1,Radial Velocity Amplitude Upper Unc. [m/s],float64,61.821,621,False,True,
pl_rvamperr2,Radial Velocity Amplitude Lower Unc. [m/s],float64,61.821,622,False,True,
pl_rvamp,Radial Velocity Amplitude [m/s],float64,60.545,1752,False,False,
pl_rvamp_reflink,Radial Velocity Amplitude Reference,object,60.545,886,False,True,
pl_rvamplim,Radial Velocity Amplitude Limit Flag,float64,60.545,3,False,True,
pl_bmasseerr1,Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.,float64,52.335,1232,False,True,
pl_bmasseerr2,Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.,float64,52.335,1172,False,True,
pl_bmassjerr1,Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,float64,52.335,989,False,True,
pl_bmassjerr2,Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,float64,52.335,933,False,True,
sy_zmag,z (Sloan) Magnitude,float64,48.095,1923,False,False,
sy_kepmag,Kepler Magnitude,float64,44.923,1891,False,False,
sy_imag,i (Sloan) Magnitude,float64,44.7,2071,False,False,
sy_gmag,g (Sloan) Magnitude,float64,44.11,2180,False,False,
sy_rmag,r (Sloan) Magnitude,float64,43.839,2117,False,False,
pl_insolerr1,Insolation Flux Upper Unc. [Earth Flux],float64,42.005,2705,False,True,
pl_insolerr2,Insolation Flux Lower Unc. [Earth Flux],float64,42.005,2671,False,True,
st_lumerr2,Stellar Luminosity Lower Unc. [log(Solar)],float64,40.013,2044,False,True,
st_lumerr1,Stellar Luminosity Upper Unc. [log(Solar)],float64,39.917,2008,False,True,
pl_orbsmaxerr1,Orbit Semi-Major Axis Upper Unc. [au],float64,37.908,751,False,True,
pl_orbsmaxerr2,Orbit Semi-Major Axis Lower Unc. [au],float64,37.908,748,False,True,
pl_radeerr1,Planet Radius Upper Unc. [Earth Radius],float64,30.974,900,False,True,
pl_radeerr2,Planet Radius Lower Unc. [Earth Radius],float64,30.974,849,False,True,
pl_radjerr1,Planet Radius Upper Unc. [Jupiter Radius],float64,30.974,905,False,True,
pl_radjerr2,Planet Radius Lower Unc. [Jupiter Radius],float64,30.974,830,False,True,
sy_w3magerr2,W3 (WISE) Magnitude Lower Unc,float64,30.926,504,False,True,
pl_trandeperr1,Transit Depth Upper Unc. [%],float64,30.894,1500,False,True,
pl_trandeperr2,Transit Depth Lower Unc. [%],float64,30.894,1488,False,True,
pl_insol,Insolation Flux [Earth Flux],float64,30.033,4146,True,False,
pl_insol_reflink,Insolation Flux Reference,object,30.033,381,False,True,
pl_insollim,Insolation Flux Limit Flag,float64,30.033,1,False,True,
pl_impparerr1,Impact Parameter Upper Unc.,float64,29.507,1208,False,True,
pl_impparerr2,Impact Parameter Lower Unc.,float64,29.507,1254,False,True,
pl_trandep,Transit Depth [%],float64,29.093,3863,False,False,
pl_trandep_reflink,Transit Depth Reference,object,29.093,304,False,True,
pl_trandeplim,Transit Depth Limit Flag,float64,29.093,2,False,True,
pl_ratdorerr1,Ratio of Semi-Major Axis to Stellar Radius Upper Unc.,float64,28.934,1200,False,True,
pl_ratdorerr2,Ratio of Semi-Major Axis to Stellar Radius Lower Unc.,float64,28.934,1226,False,True,
pl_ratrorerr1,Ratio of Planet to Stellar Radius Upper Unc.,float64,28.854,1588,False,True,
pl_ratrorerr2,Ratio of Planet to Stellar Radius Lower Unc.,float64,28.854,1552,False,True,
pl_trandurerr1,Transit Duration Upper Unc. [hours],float64,28.663,1501,False,True,
pl_trandurerr2,Transit Duration Lower Unc. [hours],float64,28.663,1494,False,True,
pl_ratdor,Ratio of Semi-Major Axis to Stellar Radius,float64,28.631,3212,False,False,
pl_ratdor_reflink,Ratio of Semi-Major Axis to Stellar Radius Reference,object,28.631,679,False,True,
pl_ratdorlim,Ratio of Semi-Major Axis to Stellar Radius Limit Flag,float64,28.631,2,False,True,
pl_imppar,Impact Parameter,float64,28.551,1739,False,False,
pl_imppar_reflink,Impact Parameter Reference,object,28.551,760,False,True,
pl_impparlim,Impact Parameter Limit Flag,float64,28.551,3,False,True,
pl_ratror,Ratio of Planet to Stellar Radius,float64,28.232,3817,False,False,
pl_ratror_reflink,Ratio of Planet to Stellar Radius Reference,object,28.232,743,False,True,
pl_ratrorlim,Ratio of Planet to Stellar Radius Limit Flag,float64,28.232,1,False,True,
st_ageerr1,Stellar Age Upper Unc. [Gyr],float64,27.116,756,False,True,
st_ageerr2,Stellar Age Lower Unc. [Gyr],float64,27.116,590,False,True,
pl_trandur,Transit Duration [hours],float64,27.1,3870,False,False,
pl_trandur_reflink,Transit Duration Reference,object,27.1,649,False,True,
pl_trandurlim,Transit Duration Limit Flag,float64,27.1,2,False,True,
sy_w3magerr1,W3 (WISE) Magnitude Upper Unc,float64,26.558,504,False,True,
pl_eqt,Equilibrium Temperature [K],float64,25.65,1902,True,False,
pl_eqt_reflink,Equilibrium Temperature Reference,object,25.65,804,False,True,
pl_eqtlim,Equilibrium Temperature Limit Flag,float64,25.65,2,False,True,
pl_orbincl,Inclination [deg],float64,24.279,1502,False,False,
pl_orbincl_reflink,Inclination Reference,object,24.279,857,False,True,
pl_orbincllim,Inclination Limit Flag,float64,24.279,3,False,True,
st_age,Stellar Age [Gyr],float64,23.067,660,False,False,
st_age_reflink,Stellar Age Reference,object,23.067,924,False,True,
st_agelim,Stellar Age Limit Flag,float64,21.983,3,False,True,
pl_tranmiderr1,Transit Midpoint Upper Unc. [days],float64,21.314,1674,False,True,
pl_tranmiderr2,Transit Midpoint Lower Unc. [days],float64,21.314,1666,False,True,
pl_tranmid_systemref,Transit Midpoint Time Reference Frame and Standard,object,21.186,8,False,True,
pl_tranmid,Transit Midpoint [days],float64,20.389,4990,False,False,
pl_tranmid_reflink,Time of Conjunction (Transit Midpoint) Reference,object,20.389,845,False,True,
pl_tranmidlim,Transit Midpoint Limit Flag,float64,20.389,1,False,True,
pl_orbeccen,Eccentricity,float64,16.946,607,True,False,
pl_orbeccen_reflink,Eccentricity Reference,object,16.946,1006,False,True,
pl_orbeccenlim,Eccentricity Limit Flag,float64,16.946,3,False,True,
sy_w1magerr2,W1 (WISE) Magnitude Lower Unc,float64,15.527,237,False,True,
sy_w2magerr2,W2 (WISE) Magnitude Lower Unc,float64,15.352,154,False,True,
st_meterr1,Stellar Metallicity Upper Unc. [dex],float64,15.049,301,False,True,
st_meterr2,Stellar Metallicity Lower Unc. [dex],float64,15.049,335,False,True,
pl_orbpererr1,Orbital Period Upper Unc. [days],float64,13.295,2770,False,True,
pl_orbpererr2,Orbital Period Lower Unc. [days],float64,13.295,2758,False,True,
st_denserr1,Stellar Density Upper Unc. [g/cm**3],float64,11.797,2757,False,True,
st_denserr2,Stellar Density Lower Unc. [g/cm**3],float64,11.797,2737,False,True,
sy_w1magerr1,W1 (WISE) Magnitude Upper Unc,float64,11.366,273,False,True,
sy_w2magerr1,W2 (WISE) Magnitude Upper Unc,float64,11.095,178,False,True,
st_metratio,Stellar Metallicity Ratio,object,10.856,3,False,False,
st_met,Stellar Metallicity [dex],float64,10.585,631,True,False,
st_met_reflink,Stellar Metallicity Reference,object,10.585,1056,False,True,
st_metlim,Stellar Metallicity Limit Flag,float64,10.585,3,False,True,
sy_w4mag,W4 (WISE) Magnitude,float64,10.298,2134,False,False,
sy_w1mag,W1 (WISE) Magnitude,float64,10.282,3329,False,False,
sy_w3mag,W3 (WISE) Magnitude,float64,10.282,3089,False,False,
sy_w2mag,W2 (WISE) Magnitude,float64,10.266,3311,False,False,
st_loggerr1,Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],float64,10.171,507,False,True,
st_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],float64,10.171,567,False,True,
st_tefferr1,Stellar Effective Temperature Upper Unc. [K],float64,10.011,1523,False,True,
st_tefferr2,Stellar Effective Temperature Lower Unc. [K],float64,10.011,1549,False,True,
st_raderr2,Stellar Radius Lower Unc. [Solar Radius],float64,9.804,898,False,True,
st_raderr1,Stellar Radius Upper Unc. [Solar Radius],float64,9.788,992,False,True,
st_dens,Stellar Density [g/cm**3],float64,9.724,3397,False,False,
st_dens_reflink,Stellar Density Reference,object,9.724,678,False,True,
st_denslim,Stellar Density Limit Flag,float64,9.724,1,False,True,
sy_bmagerr2,B (Johnson) Magnitude Lower Unc,float64,7.891,444,False,True,
pl_angsep,Angular Separation [mas],float64,7.461,2358,False,False,
pl_angsep_reflink,Angular Separation Reference,object,7.461,1,False,True,
pl_angseplim,Angular Separation Limit Flag,float64,7.461,1,False,True,
sy_bmagerr1,B (Johnson) Magnitude Upper Unc,float64,7.397,444,False,True,
sy_bmag,B (Johnson) Magnitude,float64,7.142,3460,False,False,
pl_orbsmax,Orbit Semi-Major Axis [au],float64,6.998,3540,True,False,
pl_orbsmax_reflink,Orbit Semi-Major Axis Reference,object,6.998,1327,False,True,
pl_orbsmaxlim,Orbit Semi-Major Axis Limit Flag,float64,6.982,2,False,True,
sy_plx,Parallax [mas],float64,6.711,4308,False,False,
sy_plxerr1,Parallax [mas] Upper Unc,float64,6.711,4297,False,True,
sy_plxerr2,Parallax [mas] Lower Unc,float64,6.711,4297,False,True,
gaia_dr3_id,Gaia DR3 ID,object,6.026,4351,False,False,
sy_gaiamag,Gaia Magnitude,float64,5.898,4251,False,False,
sy_gaiamagerr1,Gaia Magnitude Upper Unc,float64,5.898,1129,False,True,
sy_gaiamagerr2,Gaia Magnitude Lower Unc,float64,5.898,1129,False,True,
sy_kmagerr2,Ks (2MASS) Magnitude Lower Unc,float64,5.755,157,False,True,
sy_jmagerr1,J (2MASS) Magnitude Upper Unc,float64,5.627,118,False,True,
sy_jmagerr2,J (2MASS) Magnitude Lower Unc,float64,5.627,118,False,True,
sy_kmagerr1,Ks (2MASS) Magnitude Upper Unc,float64,5.579,158,False,True,
st_logg,Stellar Surface Gravity [log10(cm/s**2)],float64,5.516,1354,False,False,
st_logg_reflink,Stellar Surface Gravity Reference,object,5.516,1047,False,True,
st_logglim,Stellar Surface Gravity Limit Flag,float64,5.516,2,False,True,
sy_pmdecerr2,Proper Motion (Dec) [mas/yr] Lower Unc,float64,5.516,4337,False,True,
sy_pmerr2,Total Proper Motion Lower Unc [mas/yr],float64,5.516,4343,False,True,
sy_pmraerr2,Proper Motion (RA) [mas/yr] Lower Unc,float64,5.516,4325,False,True,
gaia_dr2_id,Gaia DR2 ID,object,5.484,4378,False,False,
pl_orbper,Orbital Period [days],float64,5.484,5916,True,False,
pl_orbper_reflink,Orbital Period Reference,object,5.484,1169,False,True,
pl_orbperlim,Orbital Period Limit Flag,float64,5.484,2,False,True,
st_rad,Stellar Radius [Solar Radius],float64,5.436,1918,False,False,
st_rad_reflink,Stellar Radius Reference,object,5.436,1085,False,True,
st_radlim,Stellar Radius Limit Flag,float64,5.436,1,False,True,
sy_hmagerr1,H (2MASS) Magnitude Upper Unc,float64,5.436,142,False,True,
sy_hmagerr2,H (2MASS) Magnitude Lower Unc,float64,5.436,141,False,True,
sy_vmagerr2,V (Johnson) Magnitude Lower Unc,float64,5.404,190,False,True,
st_lum,Stellar Luminosity [log(Solar)],float64,5.356,4168,False,False,
st_lum_reflink,Stellar Luminosity Reference,object,5.356,780,False,True,
st_lumlim,Stellar Luminosity Limit Flag,float64,5.356,1,False,True,
sy_pmdecerr1,Proper Motion (Dec) [mas/yr] Upper Unc,float64,5.356,4343,False,True,
sy_pmerr1,Total Proper Motion Upper Unc [mas/yr],float64,5.356,4351,False,True,
sy_pmraerr1,Proper Motion (RA) [mas/yr] Upper Unc,float64,5.356,4333,False,True,
sy_jmag,J (2MASS) Magnitude,float64,5.324,3435,False,False,
sy_vmagerr1,V (Johnson) Magnitude Upper Unc,float64,5.324,193,False,True,
sy_pm,Total Proper Motion [mas/yr],float64,5.308,4387,False,False,
sy_pmdec,Proper Motion (Dec) [mas/yr],float64,5.308,4382,False,False,
sy_pmra,Proper Motion (RA) [mas/yr],float64,5.308,4383,False,False,
sy_tmagerr1,TESS Magnitude Upper Unc,float64,5.229,589,False,True,
sy_tmagerr2,TESS Magnitude Lower Unc,float64,5.229,589,False,True,
sy_vmag,V (Johnson) Magnitude,float64,5.197,3284,False,False,
sy_hmag,H (2MASS) Magnitude,float64,5.085,3428,False,False,
sy_tmag,TESS Magnitude,float64,5.085,4289,False,False,
st_teff,Stellar Effective Temperature [K],float64,5.006,2405,True,False,
st_teff_reflink,Stellar Effective Temperature Reference,object,5.006,1128,False,True,
st_tefflim,Stellar Effective Temperature Limit Flag,float64,5.006,2,False,True,
sy_kmag,Ks (2MASS) Magnitude,float64,4.99,3454,False,False,
st_masserr2,Stellar Mass Lower Unc. [Solar mass],float64,4.894,603,False,True,
st_masserr1,Stellar Mass Upper Unc. [Solar mass],float64,4.878,649,False,True,
tic_id,TIC ID,object,4.671,4419,False,False,
sy_disterr1,Distance [pc] Upper Unc,float64,2.582,4060,False,True,
sy_disterr2,Distance [pc] Lower Unc,float64,2.582,4084,False,True,
pl_dens,Planet Density [g/cm**3],float64,2.391,1482,True,False,
pl_dens_reflink,Planet Density Reference,object,2.391,625,False,True,
pl_denslim,Planet Density Limit Flag,float64,2.391,4,False,True,
pl_rade,Planet Radius [Earth Radius],float64,0.972,2254,True,False,planet_radius
pl_rade_reflink,Planet Radius Reference,object,0.972,844,False,True,
pl_radelim,Planet Radius Limit Flag,float64,0.972,2,False,True,
pl_radj,Planet Radius [Jupiter Radius],float64,0.972,2616,True,False,planet_radius
pl_radj_reflink,Planet Radius Reference,object,0.972,843,False,True,
pl_radjlim,Planet Radius Limit Flag,float64,0.972,2,False,True,
sy_dist,Distance [pc],float64,0.861,4567,False,False,
pl_bmasse,Planet Mass or Mass*sin(i) [Earth Mass],float64,0.67,2843,True,False,planet_mass
pl_bmasselim,Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,float64,0.67,3,False,True,
pl_bmassj,Planet Mass or Mass*sin(i) [Jupiter Mass],float64,0.67,2702,True,False,planet_mass
pl_bmassjlim,Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,float64,0.67,3,False,True,
st_mass,Stellar Mass [Solar mass],float64,0.526,1225,False,False,
st_mass_reflink,Stellar Mass Reference,object,0.526,1363,False,True,
st_masslim,Stellar Mass Limit Flag,float64,0.526,1,False,True,
dec,Dec [deg],float64,0.43,4678,False,False,
decstr,Dec [sexagesimal],object,0.43,4679,False,False,
elat,Ecliptic Latitude [deg],float64,0.43,4675,False,False,
elon,Ecliptic Longitude [deg],float64,0.43,4678,False,False,
glat,Galactic Latitude [deg],float64,0.43,4675,False,False,
glon,Galactic Longitude [deg],float64,0.43,4675,False,False,
pl_ndispec,Number of Direct Imaging Spectra,float64,0.43,7,False,False,
pl_nespec,Number of Eclipse Spectra,float64,0.43,23,False,False,
pl_nnotes,Number of Notes,float64,0.43,16,False,False,
pl_ntranspec,Number of Transmission Spectra,float64,0.43,20,False,False,
ra,RA [deg],float64,0.43,4678,False,False,
ra_reflink,Position Reference,object,0.43,195,False,True,
rastr,RA [sexagesimal],object,0.43,4672,False,False,
st_nphot,Number of Photometry Time Series,float64,0.43,34,False,False,
st_nrvc,Number of Radial Velocity Time Series,float64,0.43,13,False,False,
st_nspec,Number of Stellar Spectra Measurements,float64,0.43,12,False,False,
sy_bmag_reflink,B (Johnson) Magnitude Reference,object,0.43,204,False,True,
sy_dist_reflink,Distance Reference,object,0.43,204,False,True,
sy_gaiamag_reflink,Gaia Magnitude Reference,object,0.43,193,False,True,
sy_gmag_reflink,g (Sloan) Magnitude Reference,object,0.43,271,False,True,
sy_hmag_reflink,H (2MASS) Magnitude Reference,object,0.43,194,False,True,
sy_icmag_reflink,I (Cousins) Magnitude Reference,object,0.43,246,False,True,
sy_imag_reflink,i (Sloan) Magnitude Reference,object,0.43,279,False,True,
sy_jmag_reflink,J (2MASS) Magnitude Reference,object,0.43,194,False,True,
sy_kepmag_reflink,Kepler Magnitude Reference,object,0.43,195,False,True,
sy_kmag_reflink,Ks (2MASS) Magnitude Reference,object,0.43,195,False,True,
sy_plx_reflink,Parallax Reference,object,0.43,197,False,True,
sy_pm_reflink,Proper Motion Reference,object,0.43,195,False,True,
sy_rmag_reflink,r (Sloan) Magnitude Reference,object,0.43,285,False,True,
sy_tmag_reflink,TESS Magnitude Reference,object,0.43,193,False,True,
sy_umag_reflink,u (Sloan) Magnitude Reference,object,0.43,197,False,True,
sy_vmag_reflink,V (Johnson) Magnitude Reference,object,0.43,198,False,True,
sy_w1mag_reflink,W1 (WISE) Magnitude Reference,object,0.43,194,False,True,
sy_w2mag_reflink,W2 (WISE) Magnitude Reference,object,0.43,194,False,True,
sy_w3mag_reflink,W3 (WISE) Magnitude Reference,object,0.43,194,False,True,
sy_w4mag_reflink,W4 (WISE) Magnitude Reference,object,0.43,194,False,True,
sy_zmag_reflink,z (Sloan) Magnitude Reference,object,0.43,200,False,True,
ttv_flag,Data show Transit Timing Variations,float64,0.255,2,False,False,
pl_bmasse_reflink,Planet Mass or Mass*sin(i) [Earth Mass] Reference,object,0.175,1288,False,True,
pl_bmassj_reflink,Planet Mass or Mass*sin(i) [Jupiter Mass] Reference,object,0.175,1290,False,True,
pl_bmassprov,Planet Mass or Mass*sin(i) Provenance,object,0.175,4,False,False,
ast_flag,Detected by Astrometric Variations,float64,0.08,2,False,False,
disc_facility,Discovery Facility,object,0.08,73,False,False,
disc_instrument,Discovery Instrument,object,0.08,101,False,False,
disc_locale,Discovery Locale,object,0.08,4,False,False,
disc_pubdate,Discovery Publication Date,object,0.08,296,False,False,
disc_telescope,Discovery Telescope,object,0.08,84,False,False,
dkin_flag,Detected by Disk Kinematics,float64,0.08,2,False,False,
etv_flag,Detected by Eclipse Timing Variations,float64,0.08,2,False,False,
ima_flag,Detected by Imaging,float64,0.08,2,False,False,
micro_flag,Detected by Microlensing,float64,0.08,2,False,False,
obm_flag,Detected by Orbital Brightness Modulations,float64,0.08,2,False,False,
pl_controv_flag,Controversial Flag,float64,0.08,2,False,False,
ptv_flag,Detected by Pulsation Timing Variations,float64,0.08,2,False,False,
pul_flag,Detected by Pulsar Timing Variations,float64,0.08,2,False,False,
rv_flag,Detected by Radial Velocity Variations,float64,0.08,2,False,False,
tran_flag,Detected by Transits,float64,0.08,2,False,False,
disc_year,Discovery Year,float64,0.016,34,True,False,
cb_flag,Circumbinary Flag,int64,0.0,2,False,False,
disc_refname,Discovery Reference,object,0.0,1699,False,False,
discoverymethod,Discovery Method,object,0.0,11,True,False,
hostname,Host Name,object,0.0,4701,True,False,
pl_letter,Planet Letter,object,0.0,8,False,False,
pl_name,Planet Name,object,0.0,6273,True,False,
rowid,,int64,0.0,6273,False,False,
sy_mnum,Number of Moons,int64,0.0,1,False,False,
sy_pnum,Number of Planets,int64,0.0,8,True,False,
sy_snum,Number of Stars,int64,0.0,4,False,False,
