column,description,non_null,missing,missing_pct,mean,std,min,p01,p05,p25,median,p75,p95,p99,max,skew
pl_angseperr1,Angular Separation Upper Unc. [mas],0,6273,100.0,,,,,,,,,,,,
pl_angseperr2,Angular Separation Lower Unc. [mas],0,6273,100.0,,,,,,,,,,,,
sy_kepmagerr1,Kepler Magnitude Upper Unc,0,6273,100.0,,,,,,,,,,,,
sy_kepmagerr2,Kepler Magnitude Lower Unc,0,6273,100.0,,,,,,,,,,,,
sy_icmagerr2,I (Cousins) Magnitude Lower Unc,18,6255,99.713,-2.733944444444445,5.851436530230868,-24.77,-22.0245,-11.042499999999997,-2.1500000000000004,-0.9450000000000001,-0.2325,-0.044850000000000056,-0.01697000000000007,-0.01,-3.5537240276972
pl_occdeperr1,Occultation Depth Upper Unc. [%],32,6241,99.49,0.0045336249999999995,0.012561862759315234,6.6e-05,8.274000000000001e-05,0.00013649999999999998,0.00046750000000000003,0.00125,0.002275,0.011349999999999997,0.05302000000000007,0.071,5.09227800970598
pl_occdeperr2,Occultation Depth Lower Unc. [%],32,6241,99.49,-0.0039660625,0.009232099925164687,-0.051,-0.03922,-0.011899999999999999,-0.0024999999999999996,-0.00125,-0.0005225,-0.0001365,-8.135999999999993e-05,-6.4e-05,-4.580432894744569
pl_occdep,Occultation Depth [%],35,6238,99.442,0.029010428571428572,0.046129399365701,0.00065,0.0006653,0.0007335,0.00201,0.0083,0.035250000000000004,0.12177999999999992,0.1775719999999998,0.196,2.233922508468432
pl_occdeplim,Occultation Depth Limit Flag,35,6238,99.442,0.08571428571428572,0.2840286409986905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0940114901719737
pl_trueobliqerr1,True Obliquity Upper Unc. [deg],58,6215,99.075,11.866206896551724,10.74783598416015,0.95,1.0925,1.64,6.0,10.0,13.75,28.19049999999999,54.3,60.0,2.5704595102377734
pl_trueobliqerr2,True Obliquity Lower Unc. [deg],58,6215,99.075,-12.221724137931036,10.914288098382544,-60.0,-54.3,-28.1605,-15.75,-9.3,-5.225,-1.6400000000000006,-1.1011,-0.97,-2.3637053957218694
pl_trueobliq,True Obliquity [deg],64,6209,98.98,48.484375,37.911442963037985,-4.0,-1.48,2.06,20.8,29.75,75.175,115.39999999999998,131.76999999999995,145.0,0.694099247199805
pl_trueobliqlim,True Obliquity Limit Flag,64,6209,98.98,0.03125,0.30699516567208635,-1.0,-1.0,0.0,0.0,0.0,0.0,0.8499999999999943,1.0,1.0,0.8162806960026011
sy_icmagerr1,I (Cousins) Magnitude Upper Unc,214,6059,96.589,0.2195514018691589,1.48407806214112,0.007,0.008,0.008,0.01,0.025,0.03,0.6349999999999993,2.3883000000000005,20.9,12.94113592424951
pl_projobliqerr1,Projected Obliquity Upper Unc. [deg],219,6054,96.509,12.39850684931507,13.798902585792849,0.12,0.21800000000000003,0.981,4.0,8.1,16.0,41.0,73.2999999999999,100.0,2.9023409757269842
pl_projobliqerr2,Projected Obliquity Lower Unc. [deg],219,6054,96.509,-11.52166210045662,11.263244609481166,-64.0,-52.64,-33.3,-15.0,-8.3,-4.1,-1.0,-0.2180000000000007,-0.14,-2.0520019425943103
pl_projobliq,Projected Obliquity [deg],220,6053,96.493,10.903259090909089,67.1342609275187,-179.7,-156.24,-98.25999999999999,-6.699999999999999,3.0,21.0,153.46999999999983,238.70440000000013,275.8,0.7505005904928
pl_projobliqlim,Projected Obliquity Limit Flag,220,6053,96.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sy_icmag,I (Cousins) Magnitude,348,5925,94.452,8.74644540229885,4.400560710920545,2.051,2.68,3.465,6.479,7.9,9.77075,18.880999999999993,23.62609999999999,36.35,2.0897778098699997
st_rotperr1,Stellar Rotational Period [days] Upper Unc.,706,5567,88.745,9.231467577903684,109.88495640529266,4e-05,0.003,0.016,0.22,1.0,3.36,14.0,59.88700000000052,2477.0,19.924761354807764
st_rotperr2,Stellar Rotational Period [days] Lower Unc.,706,5567,88.745,-9.160667294617562,109.86841615269478,-2477.0,-48.550000000000004,-14.0,-3.0075,-1.0,-0.2225,-0.016,-0.003,-4e-05,-19.935546066286737
sy_gmagerr2,g (Sloan) Magnitude Lower Unc,749,5524,88.06,-0.004090948464619493,0.003960896566035591,-0.0287515,-0.0188418,-0.0121241,-0.0046656,-0.0031887,-0.0011889,-0.00047537999999999975,-0.0003180440000000001,-0.000204,-2.138723487446251
sy_imagerr2,i (Sloan) Magnitude Lower Unc,749,5524,88.06,-0.003912685046728972,0.004483404806049727,-0.053034,-0.01611584,-0.01344572,-0.0041903,-0.00244,-0.0009956,-0.00047332,-0.00018859600000000032,-0.0001229,-2.9714584627463276
sy_rmagerr2,r (Sloan) Magnitude Lower Unc,749,5524,88.06,-0.003507457276368491,0.0034401527201970558,-0.0149058,-0.0135966,-0.0111728,-0.0039356,-0.0025487,-0.0009478,-0.00045457999999999995,-0.0002751440000000001,-0.0001516,-1.4605136081576244
sy_umagerr2,u (Sloan) Magnitude Lower Unc,749,5524,88.06,-0.02969071041388518,0.3208869193109963,-8.54008,-0.4844378399999997,-0.030860620000000002,-0.0102352,-0.0075074,-0.0059104,-0.0046010999999999995,-0.0039044920000000007,-0.0027536,-25.138069722468327
sy_zmagerr2,z (Sloan) Magnitude Lower Unc,749,5524,88.06,-0.005857778504672898,0.0038973595028725435,-0.0291883,-0.020417264,-0.0140154,-0.0069322,-0.0046994,-0.003717,-0.0012642799999999996,-0.0007053,-0.0002994,-1.9563045368672578
sy_umagerr1,u (Sloan) Magnitude Upper Unc,751,5522,88.028,0.029679550066577895,0.32046135479809845,0.001,0.0038770000000000002,0.0045923000000000005,0.0059095499999999995,0.0075074,0.010252,0.032239199999999996,0.47113849999999996,8.54008,25.170973319517707
sy_zmagerr1,z (Sloan) Magnitude Upper Unc,756,5517,87.948,0.006035285846560846,0.005429344867770894,0.0002994,0.0007053,0.00127135,0.00370935,0.0046994,0.0069322,0.0140877,0.02341595000000001,0.1,8.258860204612693
sy_umag,u (Sloan) Magnitude,758,5515,87.916,16.267416094986807,1.7070625168356484,11.027,13.871135,14.50252,15.10655,15.720749999999999,17.0342,19.561384999999998,22.261587999999907,25.2291,1.437684768636333
st_rotp,Stellar Rotational Period [days],884,5389,85.908,53.15772878959275,311.33393386890543,-35.732,0.723958,2.7543500000000005,12.454,23.52,40.515,122.08499999999998,402.3799999999994,7900.0,21.100401704791057
st_rotplim,Stellar Rotational Period Limit Flag,884,5389,85.908,0.030542986425339366,0.21854905911901631,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.512941038942069
sy_gmagerr1,g (Sloan) Magnitude Upper Unc,891,5382,85.796,0.011888575084175085,0.04821372264476031,0.0,0.00031922,0.0004975,0.0015046,0.003637,0.00938935,0.0375,0.136,0.9,14.870851236709841
sy_imagerr1,i (Sloan) Magnitude Upper Unc,894,5379,85.748,0.013133558277404922,0.034845508829846356,0.0001229,0.0001978,0.0004924,0.0010931,0.0033985,0.01,0.06,0.17139999999999875,0.54,7.214368041436297
sy_rmagerr1,r (Sloan) Magnitude Upper Unc,902,5371,85.621,0.009472932926829268,0.021981822618047663,0.0001516,0.000284334,0.000469555,0.001080025,0.0032021000000000003,0.0093162,0.041,0.08697000000000002,0.29,7.458619939496694
pl_orbtpererr1,Epoch of Periastron Upper Unc. [days],1019,5254,83.756,399.36828848871437,2028.5869096798226,0.0,0.000399,0.013900000000000006,0.82,10.0,65.11500000000001,1606.0999999999945,9425.581979999939,32872.5,9.395204106765835
pl_orbtpererr2,Epoch of Periastron Lower Unc. [days],1019,5254,83.756,-503.8727963788028,3397.134518198166,-87171.695,-9562.2876,-1397.3999999999999,-65.0,-10.368,-0.8274999999999999,-0.013900000000000091,-0.00029160000000000763,0.0,-18.24504453055065
pl_orbtper,Epoch of Periastron [days],1047,5226,83.309,2454002.768391638,10323.72214565381,2173967.5,2432983.3740999997,2447508.4,2452644.9225000003,2454924.1,2456634.0,2460227.944,2464187.47682,2492660.584,-19.60169887796291
pl_orbtperlim,Epoch of Periastron Limit Flag,1047,5226,83.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pl_denserr1,Planet Density Upper Unc. [g/cm**3],1411,4862,77.507,39.44371706803686,1332.0015628572487,0.006,0.015,0.0285,0.1,0.26,0.86,3.955,39.37000000000057,50000.0,37.47831269743647
pl_denserr2,Planet Density Lower Unc. [g/cm**3],1411,4862,77.507,-3.2979189922041106,40.18206685087968,-1000.0,-18.713,-3.5,-0.785,-0.25,-0.0975,-0.027,-0.013,-0.0046,-20.13480196400953
st_vsinerr2,Stellar Rotational Velocity [km/s] Lower Unc.,1547,4726,75.339,-0.7101835811247575,0.7128895049195384,-10.0,-3.1216,-1.7,-1.0,-0.5,-0.4,-0.15,-0.05,-0.01,-6.035220423321149
sy_w4magerr1,W4 (WISE) Magnitude Upper Unc,1553,4720,75.243,0.17878364455891824,0.1604550016098144,0.001,0.013519999999999999,0.021,0.045,0.112,0.292,0.494,0.532,0.542,0.8476702443679196
sy_w4magerr2,W4 (WISE) Magnitude Lower Unc,1553,4720,75.243,-0.17878364455891824,0.1604550016098144,-0.542,-0.532,-0.494,-0.292,-0.112,-0.045,-0.021,-0.013519999999999982,-0.001,-0.8476702443679196
st_vsinerr1,Stellar Rotational Velocity [km/s] Upper Unc.,1561,4712,75.116,0.7115265855221012,0.7149897413405623,0.01,0.05,0.14,0.4,0.5,1.0,1.7,3.260000000000036,10.0,5.987126252682125
pl_orblpererr1,Argument of Periastron Upper Unc. [deg],1761,4512,71.927,45.95584151050539,50.57258536818321,0.0,0.16840000000000002,0.92,7.8,27.6,70.0,140.0,224.48000000000056,331.4,1.8016171972362895
pl_orblpererr2,Argument of Periastron Lower Unc. [deg],1761,4512,71.927,-44.75986768881318,49.16730586815259,-423.5,-200.0,-138.0,-68.0084,-27.0,-7.75,-0.86,-0.18399999999999636,0.0,-1.8274926489171868
pl_eqterr1,Equilibrium Temperature Upper Unc. [K],1806,4467,71.21,31.54969545957918,51.24561649807049,0.0,2.005,5.0,11.225,20.0,35.0,90.0,189.70000000000027,1217.0,11.36807589618236
pl_eqterr2,Equilibrium Temperature Lower Unc. [K],1806,4467,71.21,-31.04705426356589,51.50342212726465,-1217.0,-200.0,-88.0,-34.0,-19.175,-11.0,-5.0,-2.109999999999991,-0.32,-11.332689089322564
pl_orbeccenerr1,Eccentricity Upper Unc.,1865,4408,70.269,0.06772029490616623,0.06857251248577291,0.0,0.00019280000000000002,0.00232,0.02,0.048,0.09,0.20090079999999996,0.333599999999999,0.5,1.9652785535812265
pl_orbeccenerr2,Eccentricity Lower Unc.,1865,4408,70.269,-0.054868151742627345,0.05512045863837058,-0.703,-0.23216,-0.16615519999999998,-0.079,-0.04,-0.018,-0.002,-0.00013640000000000098,0.0,-2.558738257447086
pl_orblper,Argument of Periastron [deg],2016,4257,67.862,111.11866750992063,116.38604191182324,-233.0,-159.64,-74.6625,30.0,90.695,189.625,318.04675,352.955,395.341,0.10887040294716561
pl_orblperlim,Argument of Periastron Limit Flag,2086,4187,66.746,-0.00047938638542665386,0.02189489404922193,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.67274898667694
pl_orbinclerr1,Inclination Upper Unc. [deg],2171,4102,65.391,2.391749502533395,6.276210369570507,0.0,0.004,0.0335,0.2,0.53,1.3,14.4535,32.04020000000003,63.943,4.730707419586911
pl_orbinclerr2,Inclination Lower Unc. [deg],2173,4100,65.359,-2.6378024620340548,7.035017166938448,-89.0,-38.83512,-14.731799999999996,-1.6,-0.54,-0.2,-0.042,-0.00977599999999984,0.0,-5.483013778397052
st_radverr2,Systemic Radial Velocity Lower Unc. [km/s],2255,4018,64.052,-0.5451875964523281,1.229841434921677,-31.0,-5.3072872,-2.363625,-0.560065,-0.15464,-0.009649999999999999,-0.00034,-0.0001,0.0,-9.488536527876798
st_vsin,Stellar Rotational Velocity [km/s],2256,4017,64.036,5.569416223404255,13.901660913452881,0.0,0.09955,0.5,1.7,2.5,4.5,16.805,73.86399999999965,299.0,9.423412211728337
st_vsinlim,Stellar Rotational Velocity Limit Flag,2256,4017,64.036,0.13918439716312056,0.3474941013334519,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0544142848339346
st_radverr1,Systemic Radial Velocity Upper Unc. [km/s],2298,3975,63.367,0.5256930852915579,1.166025487375449,0.0,0.0001,0.00034700000000000014,0.0086,0.15305000000000002,0.55732,2.33627,5.20646,31.0,10.119780738222032
st_radv,Systemic Radial Velocity [km/s],2362,3911,62.347,-1.7685429762912788,32.83715911797482,-121.9,-85.4543094,-58.523819,-20.27475,-1.582375,16.78183,49.3107,87.83197999999999,244.98715,0.13323380021412665
st_radvlim,Systemic Radial Velocity Limit Flag,2362,3911,62.347,0.0012701100762066045,0.0356235058301216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.023774232283497
pl_rvamperr1,Radial Velocity Amplitude Upper Unc. [m/s],2395,3878,61.821,6.470823891440501,27.90867409914508,0.0,0.07594,0.16,0.51,1.513,5.4,23.0,66.40903999999973,1100.0,27.14087475644977
pl_rvamperr2,Radial Velocity Amplitude Lower Unc. [m/s],2395,3878,61.821,-6.133012784968685,26.38322960411321,-1100.0,-65.53,-23.0,-5.1695,-1.52,-0.51,-0.16,-0.07782000000000017,0.0,-30.901504063291373
pl_rvamp,Radial Velocity Amplitude [m/s],2475,3798,60.545,100.21099345454545,358.85184923609455,-404.0,0.44,1.3142,3.771,28.84,99.0,352.59699999999947,1022.6499999999817,10500.0,18.941310169873358
pl_rvamplim,Radial Velocity Amplitude Limit Flag,2475,3798,60.545,0.02707070707070707,0.17199464965342046,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.8505200929189565
pl_bmasseerr1,Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.,2990,3283,52.335,177.54770077512708,686.4075061003224,0.0,0.1189,0.4,2.2,18.43404761,79.4574004375,783.7616364504962,3007.553183133313,12652.74888267,9.912735506844845
pl_bmasseerr2,Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.,2990,3283,52.335,-127.86317507197994,390.7887494326535,-6038.739733,-1917.23,-635.656814,-69.9226,-17.0,-2.0475,-0.39450000000000274,-0.1,0.0,-6.680803370619515
pl_bmassjerr1,Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,2990,3283,52.335,0.5590368935317725,2.1629267052175822,0.0,0.0003461,0.00125854,0.0069377025,0.058,0.25,2.468399999999987,9.46311670000004,39.81,9.906917684177245
pl_bmassjerr2,Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,2990,3283,52.335,-0.40239902182274245,1.229338444199206,-19.0,-6.0329999999999995,-2.0,-0.22,-0.053,-0.006442150000000001,-0.0012097715000000085,-0.0003141206999999994,0.0,-6.6814515900041185
sy_zmag,z (Sloan) Magnitude,3256,3017,48.095,13.807295040233413,1.2805564326237697,7.15757,9.4214135,11.424025,13.188,14.0,14.76325,15.3785,15.602699999999999,17.0259,-1.3173516792165505
sy_kepmag,Kepler Magnitude,3455,2818,44.923,13.959870622286543,1.5785066048864016,5.973,8.717,11.0678,13.102,14.279,15.158,15.842,15.99,17.475,-1.2251999377664426
sy_imag,i (Sloan) Magnitude,3469,2804,44.7,13.822654609974053,1.4536727973260164,7.713,9.35,11.03,13.025,14.1186,14.931,15.5532,16.1038,19.3077,-0.9627722649032018
sy_gmag,g (Sloan) Magnitude,3506,2767,44.11,14.715932795208214,1.5742402563564197,6.787,10.418,11.73075,13.794,14.9945,15.85,16.819,17.65,19.6235,-0.6404094626533997
sy_rmag,r (Sloan) Magnitude,3523,2750,43.839,14.002148189327277,1.502314345487002,6.165,9.585516799999999,11.1196,13.165500000000002,14.281,15.147,15.8229,16.299,17.9963,-0.880699483415172
pl_insolerr1,Insolation Flux Upper Unc. [Earth Flux],3638,2635,42.005,41.37163029136888,191.37668767160392,0.0,0.018369999999999997,0.14470000000000002,1.3415000000000001,5.9,26.389,164.27059999999975,533.8915900000026,8100.0,24.444459702717054
pl_insolerr2,Insolation Flux Lower Unc. [Earth Flux],3638,2635,42.005,-32.041760445299616,156.7338694016059,-7200.0,-402.87010000000004,-121.04589999999999,-22.0075,-5.2105,-1.2505,-0.14085000000000036,-0.019,0.0,-29.517567584186047
st_lumerr2,Stellar Luminosity Lower Unc. [log(Solar)],3763,2510,40.013,-0.035929747541854906,0.05991816690333463,-1.43136,-0.19038,-0.11824399999999999,-0.03846,-0.01913,-0.01191,-0.0020010000000000036,-0.00069,0.0,-10.524012728424179
st_lumerr1,Stellar Luminosity Upper Unc. [log(Solar)],3769,2504,39.917,0.032430464314141684,0.04166316357297606,0.0,0.0006968,0.0020440000000000007,0.01166,0.01924,0.03629,0.09567799999999997,0.18,0.75,5.621902042617581
pl_orbsmaxerr1,Orbit Semi-Major Axis Upper Unc. [au],3895,2378,37.908,1.8095470191750966,83.60520089257743,0.0,0.0,0.0002,0.00072,0.002,0.016,0.9,5.717999999999984,5205.0,61.94407821363188
pl_orbsmaxerr2,Orbit Semi-Major Axis Lower Unc. [au],3895,2378,37.908,-0.9634200261070603,33.52796214221143,-2060.0,-4.0228600000000005,-0.8410999999999993,-0.016,-0.002,-0.00073,-0.0002,0.0,0.0,-59.65818486023889
pl_radeerr1,Planet Radius Upper Unc. [Earth Radius],4330,1943,30.974,0.5153398676836028,1.4806189852659395,0.0,0.026,0.05,0.13,0.27,0.55,1.5284835000000006,3.541380412200006,68.91,28.05833599377054
pl_radeerr2,Planet Radius Lower Unc. [Earth Radius],4330,1943,30.974,-0.41406407015242497,0.9318457146980521,-32.5061,-2.7913,-1.2950499999999998,-0.44959,-0.22,-0.11,-0.05,-0.024,0.0,-18.995307690008875
pl_radjerr1,Planet Radius Upper Unc. [Jupiter Radius],4330,1943,30.974,0.04597784283602771,0.13209631372952813,0.0,0.00231957,0.00446071,0.01159782,0.02408779,0.04906771,0.136,0.3159400000000005,6.14773842,28.056204758392152
pl_radjerr2,Planet Radius Lower Unc. [Jupiter Radius],4330,1943,30.974,-0.0369431973187067,0.08313898417044317,-2.9,-0.24902353530000002,-0.11553802649999999,-0.04,-0.01962709,-0.00981354,-0.0044607,-0.00214114,0.0,-18.99430140690589
sy_w3magerr2,W3 (WISE) Magnitude Lower Unc,4333,1940,30.926,-0.13903484883452574,0.14083884012177927,-0.542,-0.516,-0.445,-0.221,-0.077,-0.024,-0.015,-0.013,-0.007,-1.1322634740523665
pl_trandeperr1,Transit Depth Upper Unc. [%],4335,1938,30.894,0.010711636207612457,0.09884322682676186,1.25e-06,9.77472e-05,0.0003,0.001,0.0021,0.0049949999999999994,0.033,0.1372437781999998,5.8,48.59491739302694
pl_trandeperr2,Transit Depth Lower Unc. [%],4335,1938,30.894,-0.00930594555017301,0.05903064327531969,-3.4,-0.1265769002,-0.032719042999999996,-0.00494029,-0.0021,-0.001,-0.0003,-9.774720000000023e-05,-1.25e-06,-44.980181732466484
pl_insol,Insolation Flux [Earth Flux],4389,1884,30.033,418.91754859876966,1288.4281439903891,0.0003,0.4,2.5,24.1,99.6,375.55,1768.7571999999982,4354.49904,44900.0,18.713001720691306
pl_insollim,Insolation Flux Limit Flag,4389,1884,30.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pl_impparerr1,Impact Parameter Upper Unc.,4422,1851,29.507,0.24659164314789686,2.6496189507955004,0.0,0.004,0.011,0.073,0.15,0.2499,0.39457999999999993,0.443916,140.0,42.098688831644495
pl_impparerr2,Impact Parameter Lower Unc.,4422,1851,29.507,-0.22138760583446404,3.0091266155120753,-200.0,-0.62225,-0.43562999999999996,-0.24,-0.147,-0.075,-0.012,-0.004,0.0,-66.22305419713867
pl_trandep,Transit Depth [%],4448,1825,29.093,0.3147211047886691,1.0977161942210254,0.00122,0.0050452,0.009717500000000002,0.030315,0.07213729499999999,0.19,1.4306499999999998,2.744829999999997,56.65,32.51288127298904
pl_trandeplim,Transit Depth Limit Flag,4448,1825,29.093,-0.0004496402877697842,0.02120233894747979,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.14339110986175
pl_ratdorerr1,Ratio of Semi-Major Axis to Stellar Radius Upper Unc.,4458,1815,28.934,3.5574314977568418,8.903527883034032,0.0,0.014,0.071,0.41,1.3,3.6,12.914999999999964,32.04300000000003,220.0,11.93367649317227
pl_ratdorerr2,Ratio of Semi-Major Axis to Stellar Radius Lower Unc.,4458,1815,28.934,-3.663594558995065,7.944901464833015,-184.0,-31.0,-13.0,-4.1,-1.4,-0.42674999999999996,-0.07689500000000025,-0.014,0.0,-9.616198674556397
pl_ratrorerr1,Ratio of Planet to Stellar Radius Upper Unc.,4463,1810,28.854,0.04535378856822765,1.6037837674452988,0.0,2.0619999999999996e-05,0.00014,0.000434,0.00077,0.0013315,0.0038,0.011003325,71.792313,40.02923233062884
pl_ratrorerr2,Ratio of Planet to Stellar Radius Lower Unc.,4463,1810,28.854,-0.0021156079811785796,0.03523515961433147,-2.208285,-0.00861988,-0.0037847280000000002,-0.001269,-0.000721,-0.0004,-0.00018,-5.9e-05,0.0,-56.71248755000077
pl_trandurerr1,Transit Duration Upper Unc. [hours],4475,1798,28.663,0.1289997102793296,0.1965836357983518,0.0,0.004059200000000001,0.014,0.0429,0.0854273,0.15438215,0.36860000000000037,0.7705200000000004,5.9,13.338569817668155
pl_trandurerr2,Transit Duration Lower Unc. [hours],4475,1798,28.663,-0.12595438768715084,0.17478998744634197,-5.3,-0.733372838,-0.36,-0.151,-0.0846,-0.041558700000000004,-0.013782839999999989,-0.0038,0.0,-10.949876471498705
pl_ratdor,Ratio of Semi-Major Axis to Stellar Radius,4477,1796,28.631,29.48652872503909,45.49086497070347,0.838,3.0,4.67,9.610886,17.17,31.72,92.9108,187.2887999999999,903.0,7.695328796079425
pl_ratdorlim,Ratio of Semi-Major Axis to Stellar Radius Limit Flag,4477,1796,28.631,-0.00022336385972749609,0.014945362482305206,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.91038783328041
pl_imppar,Impact Parameter,4482,1791,28.551,0.5017844598393574,4.636963366447961,-0.941,0.003962,0.025,0.1863745,0.395,0.67,0.907,0.9791899999999996,310.0,66.3915873755571
pl_impparlim,Impact Parameter Limit Flag,4482,1791,28.551,0.000892458723784025,0.04224356894733108,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.783274249762497
pl_ratror,Ratio of Planet to Stellar Radius,4502,1771,28.232,0.04009146397378943,0.11442596820813043,0.0036,0.00664088,0.009275450000000001,0.01646575,0.025308499999999998,0.040070425,0.11768999999999996,0.17136629999999992,7.28,56.41427463075403
pl_ratrorlim,Ratio of Planet to Stellar Radius Limit Flag,4502,1771,28.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st_ageerr1,Stellar Age Upper Unc. [Gyr],4572,1701,27.116,2.3888108486439195,1.8710418375741162,0.0,0.004,0.2,0.88,1.95,3.7,6.03,6.6,26.0,1.2588516006109598
st_ageerr2,Stellar Age Lower Unc. [Gyr],4572,1701,27.116,-1.817959230096238,1.2975586334115219,-18.0,-5.1,-4.0,-2.69,-1.6,-0.78,-0.17,-0.004,0.0,-1.1489108615142636
pl_trandur,Transit Duration [hours],4573,1700,27.1,3.8355076462497264,2.928537141477065,0.1333,0.7855472,1.199,2.2,3.1389,4.61153,8.415332839999998,13.514239999999985,53.6,5.528156562565304
pl_trandurlim,Transit Duration Limit Flag,4573,1700,27.1,0.00021867483052700635,0.014787658047405828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.62396025078684
sy_w3magerr1,W3 (WISE) Magnitude Upper Unc,4607,1666,26.558,0.13219296722378987,0.13976076067367962,0.007,0.013,0.015,0.02,0.069,0.21,0.44009999999999944,0.515,0.542,1.2030723617736554
pl_eqt,Equilibrium Temperature [K],4664,1609,25.65,913.8562499999999,462.54301143892695,34.0,208.63,331.15,569.0,822.0,1162.02,1788.699999999999,2307.029999999998,4050.0,1.0648084491044507
pl_eqtlim,Equilibrium Temperature Limit Flag,4664,1609,25.65,0.0006432246998284735,0.025356435383026274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.40388244835194
pl_orbincl,Inclination [deg],4750,1523,24.279,86.53502263789474,12.044404136121994,0.1865,22.88519,77.487,86.8325,88.7,89.61,89.99,104.13809000000019,176.092,-2.9330362702030564
pl_orbincllim,Inclination Limit Flag,4750,1523,24.279,-0.00631578947368421,0.09383000348933876,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.447947262131168
st_age,Stellar Age [Gyr],4826,1447,23.067,4.371290613344384,2.9959756638643302,0.0,0.0165,0.4,2.3325,3.98,5.62,10.715,13.9,16.1,1.089924210465422
