column,description,non_null,missing,missing_pct,mean,std,min,p01,p05,p25,median,p75,p95,p99,max,skew
st_agelim,Stellar Age Limit Flag,4894,1379,21.983,-0.015324887617490806,0.15909682331325387,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.517857778391597
pl_tranmiderr1,Transit Midpoint Upper Unc. [days],4936,1337,21.314,11.496092583725689,482.149790782964,0.0,3.47e-05,0.00015,0.00089,0.0023,0.0049125,0.42925,29.064999999999966,30000.0,55.04226351198234
pl_tranmiderr2,Transit Midpoint Lower Unc. [days],4936,1337,21.314,-9.499454414380066,436.1632004942743,-30000.0,-31.65,-0.41,-0.0049625,-0.0023,-0.00089,-0.00015,-3.470000000000073e-05,0.0,-66.28306561195492
pl_tranmid,Transit Midpoint [days],4994,1279,20.389,2461181.4394723168,314741.06638848037,2440618.8,2453298.38,2454964.6630657,2454970.1326525,2455012.830165,2457783.732625,2459532.7112234742,2460174.2701825304,24560359.05,69.45237136028425
pl_tranmidlim,Transit Midpoint Limit Flag,4994,1279,20.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pl_orbeccen,Eccentricity,5210,1063,16.946,0.07906668042226488,0.15272130455035562,0.0,0.0,0.0,0.0,0.0,0.09,0.41,0.73,0.95,2.64469853961759
pl_orbeccenlim,Eccentricity Limit Flag,5210,1063,16.946,0.05239923224568138,0.23130627641860693,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.5450527361549025
sy_w1magerr2,W1 (WISE) Magnitude Lower Unc,5299,974,15.527,-0.03853821475750142,0.05205221231614304,-0.538,-0.31206,-0.129,-0.025,-0.023,-0.023,-0.022,-0.022,-0.014,-5.041406452634664
sy_w2magerr2,W2 (WISE) Magnitude Lower Unc,5310,963,15.352,-0.029323917137476462,0.03378016880629177,-0.494,-0.20100999999999997,-0.049,-0.026,-0.022,-0.02,-0.019,-0.019,-0.013,-8.268741762887574
st_meterr1,Stellar Metallicity Upper Unc. [dex],5329,944,15.049,0.09665479452054794,0.0691463614502007,0.001,0.01,0.0139,0.04,0.082,0.14,0.235,0.3,0.96,2.234320179611274
st_meterr2,Stellar Metallicity Lower Unc. [dex],5329,944,15.049,-0.10237050103208858,0.07579532715402913,-1.0,-0.3,-0.25,-0.15,-0.082,-0.04,-0.0138,-0.01,0.0,-1.7971417504349985
pl_orbpererr1,Orbital Period Upper Unc. [days],5439,834,13.295,88012.11853542803,6373231.636835212,0.0,2.6304e-07,1.1628e-06,1.2e-05,8.2e-05,0.001398,22.0,3311.790125599995,470000000.0,73.73798485438093
pl_orbpererr2,Orbital Period Lower Unc. [days],5439,834,13.295,-20103.50835889948,1357964.4306023347,-100000000.0,-1951.989301,-21.071999999999974,-0.0014,-8.2e-05,-1.2e-05,-1.1900000000000163e-06,-2.738000000000011e-07,0.0,-73.42463805897985
st_denserr1,Stellar Density Upper Unc. [g/cm**3],5533,740,11.797,1.2588640390384962,14.39517834311829,0.0,0.00194,0.01,0.057825,0.16601,0.45,2.3926343999999955,12.419003200000006,532.58002,28.54655512068953
st_denserr2,Stellar Density Lower Unc. [g/cm**3],5533,740,11.797,-0.5986648660762697,3.1617482278032063,-113.617761,-6.0649964,-2.0073019999999997,-0.42907,-0.16,-0.06,-0.011,-0.002804799999999959,0.0,-27.3234034235034
sy_w1magerr1,W1 (WISE) Magnitude Upper Unc,5560,713,11.366,0.043200539568345325,0.060215370789885765,0.012,0.022,0.022,0.023,0.023,0.026,0.165,0.35004999999999925,0.538,4.259730265378692
sy_w2magerr1,W2 (WISE) Magnitude Upper Unc,5577,696,11.095,0.031519454904070286,0.03976615229776937,0.011,0.019,0.019,0.02,0.022,0.027,0.064,0.24647999999999956,0.524,7.169534531463948
st_met,Stellar Metallicity [dex],5609,664,10.585,0.016194187912283827,0.18827223331040027,-1.0,-0.54,-0.30689999999999995,-0.08,0.02,0.13,0.32,0.41,0.79,-0.5320201876372591
st_metlim,Stellar Metallicity Limit Flag,5609,664,10.585,0.0,0.026707054531881675,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sy_w4mag,W4 (WISE) Magnitude,5627,646,10.298,8.34636895663764,1.5730767635309275,-3.227,2.816,4.95,8.250499999999999,8.937,9.294,9.549,9.694359999999998,10.081,-2.2851586802781094
sy_w1mag,W1 (WISE) Magnitude,5628,645,10.282,10.427312193141436,2.8658457677786457,-2.104,2.265380000000001,5.1277,8.738,11.127500000000001,12.661249999999999,13.77465,14.131299999999996,16.549,-1.007533703630741
sy_w3mag,W3 (WISE) Magnitude,5628,645,10.282,10.249736146055438,2.655111787118397,-2.783,2.94535,5.1562,8.7095,11.0755,12.43025,12.995949999999999,13.205,13.444,-1.068787316583174
sy_w2mag,W2 (WISE) Magnitude,5629,644,10.266,10.447203416947948,2.8988014139986222,-1.241,2.791,5.0014,8.76,11.152,12.706,13.838,14.208160000000001,16.218,-0.9750969755412339
st_loggerr1,Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],5635,638,10.171,0.08266899077196097,0.08176306181618256,0.0,0.004,0.01,0.029,0.056,0.103,0.3,0.3,1.1,2.471172861417458
st_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],5635,638,10.171,-0.09717375474711624,0.1019813676845289,-3.51,-0.3,-0.3,-0.15,-0.073,-0.03,-0.01,-0.004,0.0,-10.991781894479905
st_tefferr1,Stellar Effective Temperature Upper Unc. [K],5645,628,10.011,98.56212400354296,71.92094021711543,1.0,12.0,24.0,59.8,86.05,120.45,200.0,295.4476000000005,1763.1,7.141095199309378
st_tefferr2,Stellar Effective Temperature Lower Unc. [K],5645,628,10.011,-99.33311248892824,73.56114585465349,-2360.24,-274.2752,-200.0,-124.62,-86.97,-58.44,-24.0,-12.0,-1.0,-9.502076352565382
st_raderr2,Stellar Radius Lower Unc. [Solar Radius],5658,615,9.804,-0.14727630151997173,0.8617646502817586,-28.97,-1.0715000000000001,-0.426,-0.105,-0.05,-0.023,-0.01,-0.004,0.0,-23.888790006041237
st_raderr1,Stellar Radius Upper Unc. [Solar Radius],5659,614,9.788,0.188546642869765,1.6358869377688179,0.0,0.004158,0.01,0.023,0.05,0.166,0.4830999999999994,1.1084000000000016,104.528,49.35350537226493
st_dens,Stellar Density [g/cm**3],5663,610,9.724,3.102039719053505,7.81725232429089,0.0026,0.039977200000000004,0.21,0.679,1.49,2.64,10.208058699999992,31.68485648000001,187.952403,10.607824581074896
st_denslim,Stellar Density Limit Flag,5663,610,9.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sy_bmagerr2,B (Johnson) Magnitude Lower Unc,5778,495,7.891,-0.08009113656974733,0.09446676607229904,-0.889,-0.45023,-0.299,-0.082,-0.05,-0.025,0.0,0.0,0.0,-2.626370668014442
pl_angsep,Angular Separation [mas],5805,468,7.461,465.5687670732127,13897.824977701861,0.00353,0.022404,0.04292,0.116,0.283,1.39,73.98000000000002,1026.5200000000032,689000.0,41.10327761822244
pl_angseplim,Angular Separation Limit Flag,5805,468,7.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sy_bmagerr1,B (Johnson) Magnitude Upper Unc,5809,464,7.397,0.07984448047856774,0.09428255584924229,0.0,0.0,0.0,0.025,0.05,0.082,0.298,0.45,0.889,2.6347156268098586
sy_bmag,B (Johnson) Magnitude,5825,448,7.142,13.346582321545066,3.067760844837897,0.011,5.61416,7.591600000000001,11.528,14.063,15.712,17.1208,18.33452,21.084,-0.7571639053156379
pl_orbsmax,Orbit Semi-Major Axis [au],5834,439,6.998,15.723426379991706,349.0437519708628,0.0044,0.013233,0.0248,0.0523,0.102085,0.30774999999999997,4.064899999999992,67.67000000000007,19000.0,39.3966299100788
pl_orbsmaxlim,Orbit Semi-Major Axis Limit Flag,5835,438,6.982,-0.0005141388174807198,0.022670742410831453,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.079467201344414
sy_plx,Parallax [mas],5852,421,6.711,13.230391427170197,35.642396269105234,0.0367658,0.4592525,0.6777286,1.282175,2.9939,10.91205,53.6511449999999,166.561,768.5,8.93446174261724
sy_plxerr1,Parallax [mas] Upper Unc,5852,421,6.711,0.051699621650717696,0.25047492472227645,0.0117367,0.0133684,0.0156161,0.022358375,0.0304214,0.0454826,0.101171,0.3803557,16.0,48.829104856494354
sy_plxerr2,Parallax [mas] Lower Unc,5852,421,6.711,-0.051701330468215984,0.250475834286683,-16.0,-0.3803557,-0.101171,-0.0454826,-0.0304214,-0.022358375,-0.0156161,-0.0133684,-0.0117367,-48.82855824086885
sy_gaiamag,Gaia Magnitude,5903,370,5.898,12.25955877265797,2.9311567740299678,2.36431,4.565556600000001,6.719471,10.4294,12.9412,14.665,15.749319999999999,16.187195999999993,20.1861,-0.7730493778530592
sy_gaiamagerr1,Gaia Magnitude Upper Unc,5903,370,5.898,0.0006362089446044384,0.0017881891709281461,0.000112,0.000154,0.000186,0.000257,0.000364,0.000539,0.001532699999999999,0.00546074799999996,0.063232,20.71965263036499
sy_gaiamagerr2,Gaia Magnitude Lower Unc,5903,370,5.898,-0.0006362089446044384,0.0017881891709281461,-0.063232,-0.005460748,-0.0015327,-0.000539,-0.000364,-0.000257,-0.000186,-0.000154,-0.000112,-20.71965263036499
sy_kmagerr2,Ks (2MASS) Magnitude Lower Unc,5912,361,5.755,-0.04106985791610284,0.25722823412389856,-9.995,-0.286,-0.059,-0.03,-0.023,-0.02,-0.016,-0.012,-0.011,-34.939823516610616
sy_jmagerr1,J (2MASS) Magnitude Upper Unc,5920,353,5.627,0.03545962837837838,0.14629249315960907,0.017,0.018,0.019,0.021,0.024,0.026,0.038,0.282,8.888,48.81419725902021
sy_jmagerr2,J (2MASS) Magnitude Lower Unc,5920,353,5.627,-0.03484814189189189,0.1277065519831396,-8.888,-0.282,-0.038,-0.026,-0.024,-0.021,-0.019,-0.018,-0.017,-57.44290437336387
sy_kmagerr1,Ks (2MASS) Magnitude Upper Unc,5923,350,5.579,0.041056305926050994,0.25139480860318725,0.011,0.012,0.016,0.02,0.023,0.03,0.059,0.286,9.995,33.95378332382881
st_logg,Stellar Surface Gravity [log10(cm/s**2)],5927,346,5.516,4.386115545469884,0.4383032137488745,0.541,2.4278,3.81,4.294,4.45935,4.58,4.831392,5.098439999999998,8.07,-2.8287200922523446
st_logglim,Stellar Surface Gravity Limit Flag,5927,346,5.516,-0.0010123165176311793,0.03180349644686996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.390015181339358
sy_pmdecerr2,Proper Motion (Dec) [mas/yr] Lower Unc,5927,346,5.516,-0.15597593261346382,0.6133491284259619,-8.0,-2.1788412,-0.23654139999999999,-0.0681153,-0.0505151,-0.0401538,-0.02886254000000002,-0.024932706,-0.0172533,-9.47177341212172
sy_pmerr2,Total Proper Motion Lower Unc [mas/yr],5927,346,5.516,-0.15905154810190653,0.613902319058056,-8.0,-2.179307546,-0.2289639799999999,-0.0740912,-0.0518108,-0.040266949999999996,-0.02861149,-0.02477213600000002,-0.0174922,-9.439875409502084
sy_pmraerr2,Proper Motion (RA) [mas/yr] Lower Unc,5927,346,5.516,-0.16094074815252235,0.6140307151671496,-8.0,-2.1786096,-0.2332292,-0.07891735,-0.052314,-0.03922555,-0.027670900000000005,-0.023919264000000006,-0.0148952,-9.426240164944769
pl_orbper,Orbital Period [days],5929,344,5.484,72191.0714783111,5223221.989093188,0.090706293,0.64735272,1.5553854528000002,4.305,10.681572,38.021,1526.999999999989,13689.235948800211,402000000.0,76.89077321065459
pl_orbperlim,Orbital Period Limit Flag,5929,344,5.484,-0.0010119750379490638,0.031798136466703715,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.39532427786439
st_rad,Stellar Radius [Solar Radius],5932,341,5.436,1.492785172285907,3.9188829136961245,0.0115,0.189655,0.41302695,0.77,0.95,1.24,2.3433999999999977,12.22449999999998,88.475,13.330095458102617
st_radlim,Stellar Radius Limit Flag,5932,341,5.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sy_hmagerr1,H (2MASS) Magnitude Upper Unc,5932,341,5.436,0.037862103843560355,0.11908426603864979,0.014,0.016,0.017,0.022,0.026,0.033,0.059,0.24,6.79,39.445632328939574
sy_hmagerr2,H (2MASS) Magnitude Lower Unc,5932,341,5.436,-0.03781490222521915,0.12535397243580437,-8.1,-0.24,-0.059,-0.033,-0.026,-0.022,-0.017,-0.016,-0.014,-47.974301677841744
sy_vmagerr2,V (Johnson) Magnitude Lower Unc,5934,339,5.404,-0.09896011122345805,0.2003631582172605,-11.92,-0.6141500000000001,-0.22969999999999993,-0.126,-0.069,-0.03,-0.007,-0.003,-0.001,-36.27755991478382
st_lum,Stellar Luminosity [log(Solar)],5937,336,5.356,-0.14884744315310763,0.7815652323470365,-6.09,-2.46218,-1.6189159999999998,-0.47742,-0.08288,0.30512,0.897398,1.8664000000000034,3.8,-0.4731798044722062
st_lumlim,Stellar Luminosity Limit Flag,5937,336,5.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sy_pmdecerr1,Proper Motion (Dec) [mas/yr] Upper Unc,5937,336,5.356,0.15678474537645273,0.613803203751711,0.0172533,0.024933016,0.02892294,0.0401686,0.0505295,0.0681645,0.24221219999999957,2.1787532,8.0,9.439576388972082
sy_pmerr1,Total Proper Motion Upper Unc [mas/yr],5937,336,5.356,0.1600135633484925,0.6147662193490682,0.0174922,0.024781496,0.028613140000000002,0.040301,0.0518127,0.0743842,0.2411347199999993,2.179651216,8.0,9.394968265303595
sy_pmraerr1,Proper Motion (RA) [mas/yr] Upper Unc,5937,336,5.356,0.16232144743136262,0.616734648325621,0.0148952,0.023921404,0.0276859,0.0392313,0.0523882,0.0791299,0.24041159999999895,2.1795908,8.0,9.33803486615066
sy_jmag,J (2MASS) Magnitude,5939,334,5.324,10.872706521468261,2.90684962789912,-2.095,3.2329200000000005,5.4167,9.01,11.57,13.244,14.252,14.64172,25.34,-0.7694599114937919
sy_vmagerr1,V (Johnson) Magnitude Upper Unc,5939,334,5.324,0.0974876746927092,0.13489817569919152,0.001,0.003,0.007,0.03,0.069,0.126,0.2291999999999989,0.6118999999999951,3.1,7.519611621317246
sy_pm,Total Proper Motion [mas/yr],5940,333,5.308,114.85417658587542,450.0707024994977,0.1586386,1.2726595,2.8458038899999996,8.6490708,20.318285449999998,72.46793895,442.8100083700001,1308.008633505999,10393.5508325,13.90145340313444
sy_pmdec,Proper Motion (Dec) [mas/yr],5940,333,5.308,-26.395340320353533,351.1443951559063,-5709.22,-763.5124699999999,-216.27885,-23.796375,-6.70653,3.271265,58.4816350000001,340.4432999999986,10362.5,14.636682591577875
sy_pmra,Proper Motion (RA) [mas/yr],5940,333,5.308,9.47254564986532,302.7678675265937,-3781.31,-564.82325,-135.98705,-11.07775,-1.207425,7.6576425,148.49095000000025,745.286,6765.99,10.696121218206105
sy_tmagerr1,TESS Magnitude Upper Unc,5945,328,5.229,0.020495564709840198,0.15389523602748692,0.006,0.006,0.006,0.0061,0.0066,0.0074355,0.0116,0.0673,2.6312,12.535488373131802
sy_tmagerr2,TESS Magnitude Lower Unc,5945,328,5.229,-0.020495564709840198,0.15389523602748692,-2.6312,-0.0673,-0.0116,-0.0074355,-0.0066,-0.0061,-0.006,-0.006,-0.006,-12.535488373131802
sy_vmag,V (Johnson) Magnitude,5947,326,5.197,12.552663033462249,3.032281379764064,0.872,4.6955,6.89351,10.709,13.2,14.9255,16.0214,17.02,44.61,-0.4593441914047177
sy_hmag,H (2MASS) Magnitude,5954,319,5.085,10.495531747396708,2.9516693431609378,-2.775,2.957,5.121,8.5755,11.189499999999999,12.827,13.903,14.321820000000002,32.34,-0.6470216831120955
sy_tmag,TESS Magnitude,5954,319,5.085,11.674606278972119,2.9238438087395546,-1.2,3.943,6.227355,9.82585,12.3707,14.0701,15.100705,15.406137000000001,19.506,-0.8093016243204654
st_teff,Stellar Effective Temperature [K],5959,314,5.006,5392.155797952676,1735.9332692033854,415.0,3099.58,3514.9,4895.985000000001,5542.0,5894.5,6340.0,7268.260000000004,57000.0,15.13863773020074
st_tefflim,Stellar Effective Temperature Limit Flag,5959,314,5.006,0.0001678133915086424,0.012954280817885739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.19455939378109
sy_kmag,Ks (2MASS) Magnitude,5960,313,4.99,10.381807723322147,2.9645008952595684,-3.044,2.859,4.9783,8.40775,11.0735,12.7125,13.820200000000002,14.21023,33.11,-0.6472621989032927
st_masserr2,Stellar Mass Lower Unc. [Solar mass],5966,307,4.894,-0.07890689624539055,0.1862805740299577,-10.02,-0.47,-0.24975,-0.08,-0.049,-0.029,-0.012,-0.006064999999999964,0.0,-30.90559126670469
st_masserr1,Stellar Mass Upper Unc. [Solar mass],5967,306,4.878,0.08522130735713089,0.19157409609187534,0.0002,0.006066000000000001,0.011,0.029,0.048,0.089,0.29,0.4993400000000002,10.02,28.43294257492029
sy_disterr1,Distance [pc] Upper Unc,6111,162,2.582,59.51822469478973,234.92400040939438,0.00034,0.0032665000000000003,0.0204,0.43,3.824,16.719,166.29,1280.0,2600.0,5.486054820131247
sy_disterr2,Distance [pc] Lower Unc,6111,162,2.582,-66.769546419712,278.6216129907749,-2840.0,-1600.0,-145.435,-16.265,-3.777,-0.427,-0.02035,-0.0032665000000000055,-0.00035,-5.556326910106647
pl_dens,Planet Density [g/cm**3],6123,150,2.391,4.854599990200882,34.234578908427125,0.0051,0.16,0.33010000000000006,1.3,2.53,4.54,9.74,27.45599999999995,2000.0,40.8626624064052
pl_denslim,Planet Density Limit Flag,6123,150,2.391,0.012085578964559857,0.15606316580509283,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,33.89961658908238
pl_rade,Planet Radius [Earth Radius],6212,61,0.972,5.7970364496619435,5.400698935467508,0.3098,0.7504492015,1.07165,1.84,2.84,11.89068213,14.3,18.260806080000027,87.20586985,1.768419141963631
pl_radelim,Planet Radius Limit Flag,6212,61,0.972,-0.000643915003219575,0.02536935125803261,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.379557098796546
pl_radj,Planet Radius [Jupiter Radius],6212,61,0.972,0.517208049431745,0.48185806348300014,0.02763855,0.0670302445,0.0956063,0.1641315675,0.25336783,1.06,1.2778999999999996,1.6291200000000026,7.78,1.7681755051605295
pl_radjlim,Planet Radius Limit Flag,6212,61,0.972,-0.000643915003219575,0.02536935125803261,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.379557098796546
sy_dist,Distance [pc],6219,54,0.861,707.3523489932047,1214.1236312245471,1.30119,6.2981,20.0619,101.73,366.656,828.592,2034.25,7068.199999999997,8500.0,4.014368262437481
pl_bmasse,Planet Mass or Mass*sin(i) [Earth Mass],6231,42,0.67,400.1912793964805,1135.0002792184227,0.02,0.38310000000000005,1.33,4.27,9.19,181.1631,2511.162243705,6477.290499999977,9534.85221,4.421822525236182
pl_bmasselim,Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,6231,42,0.67,0.03225806451612903,0.1881378413735598,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.326809266601871
pl_bmassj,Planet Mass or Mass*sin(i) [Jupiter Mass],6231,42,0.67,1.2592860912518056,3.5715251422400507,6.293e-05,0.001206234,0.004187325,0.0134,0.02894644,0.57,7.901,20.379999999999928,30.0,4.421478901793494
pl_bmassjlim,Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,6231,42,0.67,0.03225806451612903,0.1881378413735598,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.326809266601871
st_mass,Stellar Mass [Solar mass],6240,33,0.526,0.9348711294871794,0.4076159727387636,0.0094,0.118,0.3399500000000001,0.77,0.94,1.082,1.44,2.0470799999999905,10.94,6.156617751401561
st_masslim,Stellar Mass Limit Flag,6240,33,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dec,Dec [deg],6246,27,0.43,17.82451428017931,37.435045221031324,-89.4715133,-74.917729085,-56.49311195,-12.019067,39.0729269,45.4229079,56.213706025,74.9378327,88.8298759,-0.8128360891282623
elat,Ecliptic Latitude [deg],6246,27,0.43,27.56894421869997,44.59695164210629,-88.60569,-78.740792,-58.140232499999996,-5.6686025,57.66104,65.10945,70.686925,79.50574300000004,87.12854,-0.7122013198110317
elon,Ecliptic Longitude [deg],6246,27,0.43,240.0236882132565,96.94574585990989,0.36673,9.78488,35.213702500000004,172.9992675,295.62843,310.15917,329.02297250000004,352.87836,359.8973,-1.0155518446487184
glat,Galactic Latitude [deg],6246,27,0.43,6.118998166826769,29.405447665645127,-88.32478,-72.928857,-55.52577,-3.0368375,11.723225,17.78268,53.92308,69.84925200000005,88.99898,-0.6297402220624346
glon,Galactic Longitude [deg],6246,27,0.43,136.66741594940763,97.07620841736924,0.02901,1.2836055000000002,24.40985,74.1679625,80.41883,213.01042,331.7008025,358.3143995,359.99627,0.8984606300651568
pl_ndispec,Number of Direct Imaging Spectra,6246,27,0.43,0.012167787383925712,0.2651570974620122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.36397527881064
pl_nespec,Number of Eclipse Spectra,6246,27,0.43,0.11639449247518412,1.1887099805122787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,17.16642833967585
pl_nnotes,Number of Notes,6246,27,0.43,0.8541466538584694,1.1517472090581635,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,16.0,3.5790092302685257
pl_ntranspec,Number of Transmission Spectra,6246,27,0.43,0.11767531219980788,1.129168455282748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,17.41516528606954
ra,RA [deg],6246,27,0.43,231.56636873331735,92.15299350815025,0.1856063,9.468340775,38.0391598,169.7935178,284.5049659,293.1465698,325.1548679,351.7717763,359.9749837,-1.0475051106308215
st_nphot,Number of Photometry Time Series,6246,27,0.43,0.34021773935318605,2.324514715709659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,70.0,18.86647143926999
st_nrvc,Number of Radial Velocity Time Series,6246,27,0.43,0.19756644252321487,0.8599442335733762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,6.766695118947403
st_nspec,Number of Stellar Spectra Measurements,6246,27,0.43,0.1745116874799872,0.9015405603793418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.550000000000182,13.0,7.987974413244172
ttv_flag,Data show Transit Timing Variations,6257,16,0.255,0.07783282723349848,0.2679297505033907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.1523349495899824
ast_flag,Detected by Astrometric Variations,6268,5,0.08,0.025526483726866625,0.1577303126872014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.018183214324542
dkin_flag,Detected by Disk Kinematics,6268,5,0.08,0.0001595405232929164,0.012630935170956915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.17070165155795
etv_flag,Detected by Eclipse Timing Variations,6268,5,0.08,0.002871729419272495,0.05351578742597459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.584681991556025
ima_flag,Detected by Imaging,6268,5,0.08,0.01595405232929164,0.12530772383598426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.728181983256199
micro_flag,Detected by Microlensing,6268,5,0.08,0.04435226547543076,0.20589294608940478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.4274772705248155
obm_flag,Detected by Orbital Brightness Modulations,6268,5,0.08,0.00622208040842374,0.07864065601642314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.561836334445239
pl_controv_flag,Controversial Flag,6268,5,0.08,0.007498404594767071,0.08627494446137661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.420669038140536
ptv_flag,Detected by Pulsation Timing Variations,6268,5,0.08,0.0003190810465858328,0.017861414616590836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.968736999119606
pul_flag,Detected by Pulsar Timing Variations,6268,5,0.08,0.0012763241863433313,0.03570572196303315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.944140739975172
rv_flag,Detected by Radial Velocity Variations,6268,5,0.08,0.3900765794511806,0.48780611419801306,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.45082873307090754
tran_flag,Detected by Transits,6268,5,0.08,0.746011486917677,0.4353258349822471,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.1306014474676076
disc_year,Discovery Year,6272,1,0.016,2017.1672512755101,5.074214857526828,1992.0,2002.0,2008.0,2014.0,2016.0,2021.0,2025.0,2026.0,2026.0,-0.6271898928768037
cb_flag,Circumbinary Flag,6273,0,0.0,0.00860832137733142,0.09238819657127537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.640935003110895
rowid,,6273,0,0.0,3137.0,1811.0034511286829,1.0,63.72,314.6,1569.0,3137.0,4705.0,5959.4,6210.28,6273.0,0.0
sy_mnum,Number of Moons,6273,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sy_pnum,Number of Planets,6273,0,0.0,1.7591264147935597,1.1494674907266476,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,8.0,1.8428759587126604
sy_snum,Number of Stars,6273,0,0.0,1.101546309580743,0.3398292171234793,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.5428736529865743
